article_ix,doi,title,abstract,article_topic1,article_topic2,article_data_type
382,10.1017/S000305540707027X,When Do States Follow the Laws of War?,"The laws of war seek to regulate conduct during wartime. The record of compliance with these treaties is mixed. I explain compliance as the result of publicly accepted and so legally binding agreements that create incentives for the parties to enforce those agreements through reciprocity. Ratification by a democracy is a signal that it intends to abide by the treaty standard; those that ratify are more likely to comply. Ratification does not effect the behavior of nondemocracies, however. Ratification of the relevant treaty by both warring parties strengthens reciprocity. There is a hierarchy of average compliance across issues which matches the scope for violations by individuals on each issue, with greater scope for such violations corresponding to lower levels of compliance.",,,
383,10.1017/S0003055407070426,Who Keeps International Commitments and Why? The International Criminal Court and Bilateral Nonsurrender Agreements,"What do countries do when they have committed to a treaty, but then find that commitment challenged? After the creation of the International Criminal Court, the United States tried to get countries, regardless of whether they were parties to the Court or not, to sign agreements not to surrender Americans to the Court. Why did some states sign and others not? Given United States power and threats of military sanctions, some states did sign. However, such factors tell only part of the story. When refusing to sign, many states emphasized the moral value of the court. Further, states with a high domestic rule of law emphasized the importance of keeping their commitment. This article therefore advances two classic arguments that typically are difficult to substantiate; namely, state preferences are indeed partly normative, and international commitments do not just screen states; they also constrain.",,,
384,10.1017/S0003055407070347,Constructing Legal Rules on Appellate Courts,"Appellate courts make policy, not only by hearing cases themselves, but by establishing legal rules for the disposition of future cases. The problem is that such courts are generally multimember, or collegial, courts. If different judges prefer different rules, can a collegial court establish meaningful legal rules? Can preferences that take the form of legal rules be aggregated? I use a “case-space” model to show that there will exist a collegial rule that captures majoritarian preferences, and to show that there will exist a median rule even if there is no single median judge. I show how collegial rules can differ from the rules of individual judges and how judicial institutions (such as appellate review and the power to write separate opinions) affect the stability and enforceability of legal rules. These results are discussed in light of fundamental debates between legal and political perspectives on judicial behavior.",,,
385,10.1017/S0003055407070359,Regulatory Quality Under Imperfect Oversight,"We analyze the positive and normative implications of regulatory oversight when the policymaking agency can improve the quality of regulation through effort, but only some kinds of effort are observable by the overseer, and the overseer's only power is the ability to veto new regulation. Such oversight can increase the quality of agency regulation, but it also introduces inefficiencies—the agency underinvests in unobservable effort and overinvests in observable effort. Agencies have no incentive to conceal their activities from the overseer; the reforms that are likely to reduce inefficiency are therefore those that improve overseer expertise or lower the costs of agency disclosure, not those that compel disclosure. The normative implications depend on the relative severity of bureaucratic drift and slack problems. When slack is paramount, an overseer that is more anti-regulation than the agency or society improves social welfare, as long as it does not deter the agency from regulating entirely. When drift is paramount, oversight improves social welfare only when it deters regulation. In this case, regulatory oversight is weakly dominated by one of two alternatives: eliminating oversight or banning regulation.",,,
386,10.1017/S0003055407070414,Editorial Statement,"APSA is pleased to announce the next editorial team for American Political Science Review. The new team, to be located at UCLA, will begin their term on July 1, 2007. Their Editorial Statement follows. Lee Sigelman, the current APSR editor, and his team at George Washington University will conclude their term in August 2007. The transition from the Sigelman's GWU team to the UCLA team will be complete by the end of the calendar year, and the change will be reflected on the APSR masthead commencing with the first issue of Volume 102 in February of 2008.",,,
387,10.1017/S0003055407070402,Notes from the Editor,"The cover graphic for this issue symbolizes the process of mourning, in recognition, as per our standard practice, of the theme of the issue's lead article. By unhappy coincidence, that theme is doubly appropriate, for it also marks the recent passing of Nelson W. Polsby, the editor of the Review from 1970 to 1976. A larger-than-life figure, innovative scholar, sage political commentator, indefatigable conversationalist, and beloved mentor, Nelson Polsby was truly one of a kind – sometimes cantankerous but unfailingly gregarious and never quite able, despite what sometimes seemed to be his best efforts, to disguise his essential kindness. He will be – already is – missed.",,,
388,10.1017/S0003055407070189,"Pericles at Gettysburg and Ground Zero: Tragedy, Patriotism, and Public Mourning","What does the choice of the Gettysburg Address as a eulogy for the September 11 dead reveal about public mourning in the polity that made it? Tracing the genealogy of the Address back to Pericles' Funeral Oration, this essay argues that Thucydides provides two models of public mourning: one based on the Oration alone, the other on the rituals surrounding the Festival of Dionysia. Each generates a particular patriotic perspective: one unquestioning and partial, the other balanced and theoretical. Using Plato's Menexenus to distinguish the models, the essay employs them as a lens to view two moments of American public mourning linked by the Gettysburg Address. Suggesting that 1863 saw a Dionysian approach; and 2002, one based on the Oration alone, it traces the beneficial impact of the 1863 choice for American politics, and considers the possible consequences of the 2002 reading in light of American and Athenian historical experience.",,,
389,10.1017/S000305540707013X,"Can the Prince Really Be Tamed? Executive Prerogative, Popular Apathy, and the Constitutional Frame in Locke's Second Treatise","Even as he recommends it as the extra-constitutional solution to the inefficiencies and insufficiencies of legislative constitutionalism, Locke's Second Treatise is far more aware of the dangers of executive prerogative than the more optimistic accounts in the recent scholarship have appreciated, making Locke pessimistic about the permanent sustenance of legislative constitutionalism. This pessimism stems from Locke's recognition that the people are far too constitutionally passive for the vigilance essential to ‘umpire’ well the necessity of executive action outside the laws. In fact, liberalism itself can contribute to such passivity: the people are content to allow an executive to act with a significant degree of discretion outside the laws so long as those actions do not interfere with their short-term interest in security and prosperity. Understanding Locke's pessimism regarding popular vigilance casts into new light his argument for a legislative constitutionalism based on fundamental laws that establish a clear separation of powers. Such fundamental laws provide legislative elites with the constitutional ‘signals’ by which they can alert the otherwise slumbering people about an executive intent on usurpation and tyranny.",,,
390,10.1017/S0003055407070141,Reopening the Quarrel between the Ancients and the Moderns: Leo Strauss's Critique of Hobbes's “New Political Science”,"Leo Strauss's greatest project was his attempt to resurrect classical political philosophy by reawakening the quarrel between the ancients and the moderns. This essay illuminates Strauss's view of that quarrel by considering a crucial stage in the development of his understanding of the most important differences between ancient and modern political philosophy. Strauss's critique of Hobbes in The Political Philosophy of Hobbes culminates in a striking comparison of Hobbes's distinctively modern approach to political philosophy with the approach of Plato and Aristotle. By examining Strauss's critique of Hobbes's “new political science,” this essay brings out the view of the deficiencies in modern political philosophy that led Strauss to conceive of the possibility of a genuine return to classical thought.",,,
391,10.1017/S0003055407070128,Islamic Foundations for a Social Contract in non-Muslim Liberal Democracies,"In this article I take up John Rawls's invitation to investigate the capacity of a given comprehensive ethical doctrine to endorse on principled grounds the liberal terms of social cooperation. In the case of Islamic political ethics, however, far more is at stake in affirming citizenship in a (non-Muslim) liberal democracy than state neutrality and individual autonomy. Islamic legal and political traditions have traditionally held that submission to non-Muslim political authority and bonds of loyalty and solidarity with non-Muslim societies are to be avoided. In this article, I examine the Islamic foundations for affirming on principled grounds residence, political obligation, and loyalty to a non-Muslim state. My research shows not only that such grounds exist even in classical Islamic legal discourses, but also that the concerns of Islamic scholars vindicate political liberalism's claim to successfully accommodate the adherents of certain nonliberal doctrines by refraining from proclaiming controversial metaphysical truthclaims.",,,
392,10.1017/S0003055407070220,What's at Stake in the American Empire Debate,"Scholars of world politics enjoy well-developed theories of the consequences of unipolarity or hegemony, but have little to say about what happens when a state's foreign relations take on imperial properties. Empires, we argue, are characterized by rule through intermediaries and the existence of distinctive contractual relations between cores and their peripheries. These features endow them with a distinctive network-structure from those associated with unipolar and hegemonic orders. The existence of imperial relations alters the dynamics of international politics: processes of divide and rule supplant the balance-of-power mechanism; the major axis of relations shift from interstate to those among imperial authorities, local intermediaries, and other peripheral actors; and preeminent powers face special problems of legitimating their bargains across heterogeneous audiences. We conclude with some observations about the American empire debate, including that the United States is, overall, less of an imperial power than it was during the Cold War.",,,
393,10.1017/S0003055407070256,When Do Elections Encourage Ideological Rigidity?,"Elected officials are commonly accused of being ideologically rigid, or failing to alter their positions in response to relevant policy information. We examine this phenomenon with a theory in which politicians have private information about their ideological leanings and expected policy consequences. The theory shows that in many circumstances the informational differences create a context in which elections induce ideological rigidity. Correspondingly, elections often fail to provide incentives for information-based moderation, in which both left- and right-leaning politicians become more likely to use policy information. These seemingly perverse incentives occur because politicians wish to signal that they share voters' leanings; indeed, the motivation to signal preference similarity can induce rigidity even when voters want politicians to be responsive to new information. We show that such incentives for rigidity are greater when voters have less information about policy and politicians' preferences, and discuss possible tests of these predictions.",,,
394,10.1017/S0003055407070311,"Candidate Quality, the Personal Vote, and the Incumbency Advantage in Congress","Most political observers agree that incumbent legislators have a considerable advantage over nonincumbents in modern congressional elections. Yet there is still disagreement over the exact source of this advantage and the explanation for its growth over time. To address this debate we utilize a unique set of historical elections data to test for the presence of an incumbency advantage in late-nineteenth-century House elections (1872–1900). We find a modest direct effect of incumbency and a substantial candidate quality effect. Moreover, the cartel-like control of ballot access by nineteenth century political parties created competition in races that the modern market-like system simply does not sustain. Our results suggest that candidate quality is a fundamental piece of the puzzle in understanding the historical development of the incumbency advantage in American politics.",,,
395,10.1017/S0003055407070165,Challenger Entry and Voter Learning,"We develop a model of strategic interaction between voters and potential electoral challengers to sitting incumbents, in which the very fact of a costly challenge conveys relevant information to voters. Given incumbent failure in office, challenger entry is more likely, but the threat of entry by inferior challengers creates an incentive for citizens to become more politically informed. At the same time, challenges to incumbents who perform well can neutralize a voter's positive assessment of incumbent qualifications. How a voter becomes politically informed can in turn deter challengers of different levels of competence from running, depending on the electoral environment. The model permits us to sharpen our understanding of retrospective voting, the incumbency advantage, and the relationship between electoral competition and voter welfare, while pointing to new interpretations of, and future avenues for, empirical research on elections.",,,
396,10.1017/S0003055407070190,"Party, Policy, or Duty: Why Does the Supreme Court Invalidate Federal Statutes?","This paper explores three competing accounts of judicial review by comparing the enacting and invalidating coalitions for each of the fifty-three federal statutes struck down by the Supreme Court during its 1981 through 2005 terms. When a Republican judicial coalition invalidates a Democratic statute, the Court's decision is consistent with a partisan account, and when a conservative judicial coalition invalidates a liberal statute, the decision is explicable on policy grounds. But when an ideologically mixed coalition invalidates a bipartisan statute, the decision may have reflected an institutional divide between judges and legislators rather than a partisan or policy conflict. Finding more cases consistent with this last explanation than either of the others, I suggest that the existing literature has paid insufficient attention to the possibility of institutionally motivated judicial behavior, and more importantly, that any comprehensive account of the Court's decisions will have to attend to the interaction of multiple competing influences on the justices.",,,
397,10.1017/S0003055407070177,When Race Matters and When It Doesn't: Racial Group Differences in Response to Racial Cues,"Building on previous research on the effects of racial priming on the opinions of White Americans, this paper engages the question of how exposure to racial cues in political messages shapes the opinions of African Americans. I argue that explanations of racial priming that focus exclusively on White Americans are insufficient to explain how racial cues influence the opinions of Black Americans, as they fail to account for the activation of in-group attitudes and mis-specify the role of explicit racial cues. In two separate laboratory experiments, I test the effects of explicitly racial, implicitly racial, and nonracial verbal cues on both Black and White Americans' assessments of an ostensibly nonracial issue. The results point to important racial differences in the effectiveness of explicit and implicit racial verbal cues in activating racial thinking about an issue. Only frames that provide oblique references to race successfully activated racial out-group resentment for Whites. Among Blacks, explicit references to race most reliably elicited racial thinking by activating racial in-group identification, whereas the effect of implicit cues was moderated by the activation of negative representations of the in group. These findings not only demonstrate that racial attitude activation works differently for African Americans than for Whites but also challenge conventional wisdom that African Americans see all political issues through a racial lens.",,,
398,10.1017/S0003055407070153,"Solidary Groups, Informal Accountability, and Local Public Goods Provision in Rural China","Why would government officials in authoritarian and transitional systems where formal democratic and bureaucratic institutions of accountability are often weak ever provide more than the minimum level of public goods needed to maintain social stability? Findings from a unique combination of in-depth case study research and an original survey of 316 villages in rural China indicate that even when formal accountability is weak, local officials can be subject to unofficial rules and norms that establish and enforce their public obligations. These informal institutions of accountability can be provided by encompassing and embedding solidary groups. Villages where these types of groups exist are more likely to have better local governmental public goods provision than villages without these solidary groups, all other things being equal.",,,
399,10.1017/S0003055407070335,Notes from the Editor,"This issue is headed by six political theory articles that provide new evidence, as if any new evidence were needed, of the wide variety of scholarly work that passes under the label “political theory.” By my inexpert reckoning, the first of these theory articles is more or less classical, verging on contemporary; the second is more or less contemporary, verging on feminist; the third is more or less feminist, verging on modern; the fourth is contemporary, of the pragmatist persuasion; and the fifth and sixth are formal. In recognition of this variety, our cover graphic depicts an array of spices–the obvious connection being that variety is the spice of the political theory field, just as it is of our far-flung discipline more generally.",,,
400,10.1017/S0003055407070098,Between Decision and Deliberation: Political Paradox in Democratic Theory,"Deliberative democratic theorists (in this essay, Seyla Benhabib and Jurgen Habermas) seek to resolve, manage, or transcend paradoxes of democratic legitimation or constitutional democracy. Other democratic theorists, such as Chantal Mouffe, embrace such paradoxes and affirm their irreducibility. Deliberativists call that position “decisionism.” This essay examines the promise and limits of these various efforts by way of a third paradox: Rousseau's paradox of politics, whose many workings are traced through Book II, Chapter 7 of the Social Contract. This last paradox cannot be resolved, transcended, managed, or even affirmed as an irreducible binary conflict. The paradox of politics names not a clash between two logics or norms but a vicious circle of chicken-and-egg (which comes first—good people or good law?). It has the happy effect of reorienting democratic theory: toward the material conditions of political practice, the unavoidable will of the people who are also always a multitude, and the not only regulative but also productive powers of law.",,,
401,10.1017/S0003055407070104,The Politics of the Personal: A Liberal Approach,"Feminist thinkers have long criticized liberal theory's public/private distinction for perpetuating indifference to injustices within the family. Thinkers such as Susan Okin have extended this criticism in evaluating the theory of political liberalism, suggesting that this theory's reliance on a public conception of citizenship renders it indifferent to the way in which the internal politics of the family can undermine equality. However, I argue in this article that the feminist concern to ensure equality within the domestic sphere can in fact be incorporated into a reconstructed account of political liberalism. Central to my strong public reconstruction is the principle of publicly justifiable privacy, according to which the public/private distinction itself must be formulated with reference to the values of free and equal citizenship. On my account, the public values of citizenship should figure prominently in evaluations of family life. This reformulation of the public/private distinction answers feminist critics who suggest that political liberalism fails to offer a politics of the personal.",,,
402,10.1017/S0003055407070207,The Genders of Citizenship,"One important legacy of republicanism is the ideal of good citizenship; a related legacy of republicanism is the equation of citizenship and masculinity. These legacies are at once strange and familiar: today, masculinity and citizenship are often conceptualized as discrete and distinctive identities, and some critics, most notably feminists, suggest that in modern democracies good citizenship and masculinity may even be contradictory ideals. The source of these conceptual paradoxes is the transformation of gender and civic discourse in the early modern period, particularly the “long eighteenth century.” Understanding the implications of these changes helps us better grasp both the relationship of gender and citizenship today, and how a more effectively engaged and meaningfully egalitarian form of democratic citizenship, for men and women, might be realized.",,,
403,10.1017/S0003055407070062,The Priority of Democracy: A Pragmatist Approach to Political-Economic Institutions and the Burden of Justification,"Politics reflects a seemingly incontrovertible condition—any imaginable human population is diverse across multiple, overlapping dimensions including material interests, moral and ethical commitments, and cultural attachments. Such diversity means, in turn, that disagreement and conflict are unavoidable. Under these circumstances politics largely consists in contests over the contours of shared institutional arrangements. Given that there almost always are a number of ways to institutionalize social interaction, any population occupying the circumstances of politics must determine which institutional form or arrangement to rely on in any particular domain. The “priority” of democracy, on our account, derives from its usefulness in approaching this crucial task. This priority derives from features that are, in our view, unique to democracy, namely a level of reflexivity that distinguishes it from other ways of coordinating ongoing social interaction. As we demonstrate, much of the literature on social institutions tacitly and improperly privileges a quite different component of our institutional arrangements, namely markets. We show that once one clarifies the premises and argumentative strategies common to this literature, it simply is not possible to sustain the privilege it accords to markets. In fact, we argue that the analytical models and explanatory strategies that institutionalists deploy actually sustain our case for the priority of democracy.",,,
404,10.1017/S0003055407070025,"Scandal, Protection, and Recovery in the Cabinet","Empirical evidence suggests that a prime minister benefits from firing ministers who are involved in political scandals. We explore a model in which scandals are positively related to policy activism, so that a prime minister may wish to protect a minister from resignation calls. We find that protection can sometimes discourage activism: it enhances the value of a minister's career and hence encourages him to “sit tight” by moderating his activities. On the other hand, an exogenous increase in exposure to scandals may lead a minister to “live for today” by pursuing controversial policies. The prime minister's ability to protect ministers is limited by her short-term incentive to fire. She may, however, enhance her credibility by building a collective reputation with the cabinet; the heterogeneity of cabinet membership plays an important role.",,,
405,10.1017/S0003055407070037,Bargaining in Legislatures over Particularistic and Collective Goods,"We develop a bargaining model in which a legislature divides a budget among particularistic and collective goods. By incorporating both private and public goods in a unified model, we uncover nonmonotonic relationships between legislative preferences for collective spending and the amount of the budget actually allocated to collective goods. Put simply, policy proposers can exploit coalition partners' strong preferences for public goods to actually provide fewer public goods in equilibrium while directing more private goods to themselves. These results explain why policy reforms to limit special interest spending often fail. This unified model also sheds new light on when legislatures prefer open or closed amendment rules and when coalitions take different sizes and shapes.",,,
406,10.1017/S0003055407070116,Buying Expertise: Campaign Contributions and Attention to Policy Analysis in Congressional Committees,"I examine the relationship between interest group hard money contributions and legislators' attention to policy analysis in U.S. congressional committees. I argue that groups tend to contribute to members who have a high capacity to develop effective policies and legislation. Consequently, over the long term, contributions create incentives for members of Congress to enhance their analytical capacity for policymaking. Using data from hearings on the Medicare program and latent variable modeling techniques, I demonstrate that members who have a higher latent analytical policymaking capacity tend to attract more contributions and at the same time tend to engage in analytical discourse in committee hearings. In addition, members with higher analytical capacity tend to disengage from discussions of the symbolic aspects of policies that are of interest to constituents. The results help shed new light on debates over campaign finance reform regarding the normative value of hard money contributions.",,,
407,10.1017/S0003055407070049,A Public Transformed? Welfare Reform as Policy Feedback,"This article analyzes the strategic use of public policy as a tool for reshaping public opinion. In the 1990s, “progressive revisionists” argued that, by reforming welfare, liberals could free the Democratic Party of a significant electoral liability, reduce the race-coding of poverty politics, and produce a public more willing to invest in anti-poverty efforts. Connecting this argument to recent scholarship on policy feedback, we pursue a quantitative case study of the potential for new policies to move public opinion. Our analysis reveals that welfare reform in the 1990s produced few changes in mass opinion. To explain this result, we propose a general framework for the analysis of mass feedback effects. After locating welfare as a “distant-visible” case in this framework, we advance four general propositions that shed light on our case-specific findings as well as the general conditions under which mass feedback effects should be viewed as more or less likely.",,,
408,10.1017/S0003055407070074,Explaining Bureaucratic Optimism: Theory and Evidence from U.S. Executive Agency Macroeconomic Forecasts,"We offer a theory of intertemporal bureaucratic decision making which proposes that an agency's forecast optimism is related to the extent to which it discounts future reputation costs associated with bureaucratic incompetence. Agency forecasts of the distant future are more likely to be optimistic than short-term forecasts. We claim that unstable organizations will discount reputation costs at a steeper rate than stable organizations, and therefore will produce more optimistic forecasts. We test our theory using macroeconomic forecasts produced by the Office of Management and Budget (OMB) and the Social Security Administration (SSA) across six forecast horizons from 1979 to 2003. The statistical results are generally consistent with our theory: OMB generates more optimistic long-term forecasts than SSA. Further, differences in forecast optimism between these executive branch agencies widen as the forecast horizon increases. Our evidence suggests that more stable agencies place a premium on minimizing reputation costs. Conversely, less stable agencies are more likely to accommodate political pressures for forecast optimism. These findings underscore the importance of institutional design for understanding how executive agencies balance the conflicting goals of political responsiveness and bureaucratic competence within the administrative state.",,,
409,10.1017/S0003055407070013,The Paradox of Voter Participation? A Laboratory Study,"It is widely believed that rational choice theory is grossly inconsistent with empirical observations about voter turnout. We report the results of an experiment designed to test the voter turnout predictions of the rational choice Palfrey–Rosenthal model of participation with asymmetric information. We find that the three main comparative statics predictions are observed in the data: the size effect, whereby turnout goes down in larger electorates; the competition effect, whereby turnout is higher in elections that are expected to be close; and the underdog effect, whereby voters supporting the less popular alternative have higher turnout rates. We also compare the quantitative magnitudes of turnout to the predictions of Nash equilibrium. We find that there is undervoting for small electorates and overvoting for large electorates, relative to Nash equilibrium. These deviations from Nash equilibrium are consistent with the logit version of Quantal Response Equilibrium, which provides a good fit to the data, and can also account for significant voter turnout in very large elections.",,,
410,10.1017/S0003055407070050,"Tax Me If You Can: Ethnic Geography, Democracy, and the Taxation of Agriculture in Africa","It is typically assumed that African leaders enact policies that benefit their ethnoregional group using all types of patronage. Crop production and political power are geographically concentrated in many African countries, and this paper exploits this overlap to cast doubt on this conventional wisdom. It shows, using data on 50 country-crop combinations, that cash crop farmers who are ethnically identified with the head of state face higher taxes. Furthermore, democratic regimes impose lower taxes. This paper shows that farmers who have few alternatives face higher taxes. African leaders have used local intermediaries to exert control over the countryside and to ensure that farmers do not support alternative candidates. It suggests that as leaders are better at selecting and monitoring these intermediaries in their home areas, they can extract more from the majority at home than abroad using taxes on cash crops, which are regionally but not individually targetable.",,,
411,10.1017/S0003055407070086,Beyond Fractionalization: Mapping Ethnicity onto Nationalist Insurgencies,"This paper theorizes the link between ethnicity and conflict. Conventional research relies on the ethnolinguistic fractionalization index (ELF) to explore a possible causal connection between these two phenomena. However, such approaches implicitly postulate unrealistic, individualist interaction topologies. Moreover, ELF-based studies fail to articulate explicit causal mechanisms of collective action. To overcome these difficulties, we introduce the new index N* of ethnonationalist exclusiveness that maps ethnic configurations onto political violence. This formalization is confirmed statistically in regression analysis based on data from Eurasia and North Africa.",,,
412,10.1017/S0003055407070219,Ethnic Minority Rule and Civil War Onset,"Partly hidden beneath the complexities of N* and an attack on the supposedly individualist presumptions of ethnic fractionalization measures, a simple and valuable question lies implicit in Cederman and Girardin's (2007) article (henceforth, CG). Are countries at greater risk of civil war when the state is controlled by an ethnic minority?",,,
413,10.1017/S0003055406062198,Notes from the Editor,"Conflicting clichés about money abound. Everybody “knows” that “Money can't buy happiness,” but in the 1970s the Swedish pop group ABBA sold millions of records celebrating the eternal sunniness of “the rich man's world.”",,,
414,10.1017/S0003055406062204,Does “Bettering Our Condition” Really Make Us Better Off? Adam Smith on Progress and Happiness,"Adam Smith is almost certainly history's most famous advocate of commercial society, but he frankly admits that the relentless pursuit of wealth is a major obstacle to tranquility and contentment and hence that, at first glance, the higher living standards that people “enjoy” in commercial society seem to come only at the cost of their happiness. I argue that the solution to this apparent paradox can be found in Smith's account of the positive political effects of commerce: dependence and insecurity are the chief obstacles to happiness and have been the hallmarks of most of human history, and so the alleviation of these ills in commercial society constitutes a great step forward. Money really cannot buy happiness, but the liberty and security that commercial societies tend to provide help to assuage the greatest sources of misery.",,,
415,10.1017/S0003055406062216,"Fantasy, Irony, and Economic Justice in Aristophanes' Assemblywomen and Wealth","In his final two surviving plays, Assemblywomen and Wealth, Aristophanes turns his comic art toward a consideration of the possibilities of radical economic change. His presentation of those possibilities has been read as either indulging in fantasy or as ironically reinforcing the economic status quo. This essay argues that the two plays in fact work to instill in their audience a complex and challenging sensibility that holds fantasy and irony in tension with one another. Drawing on recent arguments about the relationship and relative priority of economic redistribution and cultural recognition as political goals, I suggest that this sensibility provides an attractive model for theorists and ordinary citizens alike as they grapple with issues of economic and social justice.",,,
416,10.1017/S0003055406062228,The Experiences and Effects of Economic Status Among Racial and Ethnic Minorities,"We propose and test a theory of opportunities that explains the conditions in which economic status affects support for racial and ethnic group interests among African Americans, Latinos, and Asian Americans. Using data from a 2001 Washington Post/Kaiser Family Foundation/Harvard University national survey, our analysis finds that, for all minority groups, the effect of economic status on support for group interests is mediated by the socioeconomic experiences of individuals. Intergroup differences therefore result from varying experiences and perceptions of discrimination among minority groups rather than from group-specific theoretical processes. Compared to Latinos and Asian Americans, African Americans are least responsive to changes in economic circumstances because they are on the whole more pessimistic about their life prospects and more likely to encounter discrimination. But we find in general that, among those minority individuals who perceive equal opportunity and experience less discrimination, higher economic status often leads to a reduced emphasis on race and ethnicity. These results demonstrate that the incorporation of a minority group into American society depends not only on the actions of group members but also on the fair treatment of that group by the majority population.",,,
417,10.1017/S000305540606223X,"Presidentialism, Electoral Identifiability, and Budget Balances in Democratic Systems","This paper examines the impact of the form of government—presidential or parliamentary—on fiscal outcomes in democratic systems. Based on data for democracies in 98 countries between 1970 and 2002, it shows that the gross domestic product ratio of the central government budget balance is higher in presidential than in parliamentary democracies. It also shows that this impact is not due to the fact that presidential systems are not subject to the “costs of coalition” that allegedly afflict parliamentary democracies: the coalition and status of the government are of no consequence for budget balances in either presidential or parliamentary systems. Presidential systems matter for budget balances because they generate relatively high incentives for governments to keep budgets under control. They do so because in presidential systems, unlike in parliamentary systems, voters are by design able to identify and punish those responsible for economic policies. Presidents, however, vary in their capacity to affect budget policies. This paper demonstrates that presidential systems in which presidents are constitutionally able to dominate the budget process or to effectively veto legislation tend to have higher budget balances than those in which the budget process is dominated by the legislature or the president is unable to exercise existing veto powers.",,,
418,10.1017/S0003055406062241,Optimal Obfuscation: Democracy and Trade Policy Transparency,"A growing body of research shows that democracies have more liberal trade policies than do autocracies. I argue, in contrast, that democracy has contradictory effects on different types of trade policies because electoral competition generates more information about some than about others. It generates considerable information about policies whose effects on consumer welfare are easy to explain to voters, but less information about policies whose effects are more complex. By increasing the transparency of some policies relative to others, democracy induces politicians to reduce transparent trade barriers but also to replace them with less transparent ones. I test this hypothesis by examining the impact of democracy on tariffs, “core” nontariff barriers (NTBs) such as quotas, and “quality” NTBs such as product standards in 75 countries in the 1990s. I find that democracy leads to lower tariffs, higher core NTBs, and even higher quality NTBs. I conclude that democracy promotes “optimal obfuscation” that allows politicians to protect their markets while maintaining a veneer of liberalization.",,,
419,10.1017/S0003055406062253,"The Reassociation of Ideas and Purposes: Racism, Liberalism, and the American Political Tradition","Racist and liberal ideals are said to anchor competing political traditions in America, but a juxtaposition of ideals obscures key processes of change in the cultural lexicon and misses much about how a political tradition comes to bear on the development of a polity. Attention to the reassociation of ideas and purposes over time points to a more intimate relationship between racism and liberalism in American political culture, to the conceptual interpenetration of these antithetical ends. Cuing off issues that have long surrounded the reassociation of John C. Calhoun's rule of the concurrent majority with pluralist democracy, this article examines another southerner, Woodrow Wilson, who, in the course of defending racial hierarchy, developed ideas that became formative of modern American liberalism. Analysis of the movement of ideas across purposes shifts the discussion of political traditions from set categories of thought to revealed qualities of thought, bringing to the fore aspects of this polity that are essentially and irreducibly “American.”",,,
420,10.1017/S0003055406062265,"Why Small, Centrist Third Parties Motivate Policy Divergence by Major Parties","Plurality-based elections between two major parties or candidates sometimes feature small, centrist, third parties. We modify the standard two-party spatial model of policy-seeking parties to incorporate a centrist third party, and we show that the presence of such a party—even if it has no chance of winning—motivates the major parties to propose policies that are much more divergent than without the third party. We derive explicit formulas for party locations at a three-party equilibrium and provide necessary and sufficient conditions for existence of that equilibrium. We show that, over time, the major parties can be expected to shift their policies in the same direction relative to each other but in the opposite direction relative to the minor party. The predictions of this model are compared with estimates of party policy locations during appropriate periods in postwar Britain.",,,
421,10.1017/S0003055406062277,"Stacking the States, Stacking the House: The Partisan Consequences of Congressional Redistricting in the 19th Century","Considerable debate exists over the impact of redistricting on the partisan composition of the U.S. Congress. I address this debate by turning to an era of congressional redistricting that has received little systematic attention—the politics of gerrymandering in the 19th century. Using statewide-, county-, and ward-level electoral data from 1870 to 1900, I show that when a single party controlled the districting process, they used districting to systematically engineer a favorable partisan bias. These partisan biases affected the partisan composition of state congressional delegations and at times even helped determine party control of the House of Representatives.",,,
422,10.1017/S0003055406062289,Handling and Manhandling Civilians in Civil War,"The toll of civil conflict is largely borne by civilian populations, as warring factions target non-combatants through campaigns of violence. But significant variation exists in the extent to which warring groups abuse the civilian population: across conflicts, across groups, and within countries geographically and over time. Using a new dataset on fighting groups in Sierra Leone, this article analyzes the determinants of the tactics, strategies, and behaviors that warring factions employ in their relationships with noncombatants. We first describe a simple logic of extraction which we use to generate hypotheses about variation in levels of abuse across fighting units. We then show that the most important determinants of civilian abuse are internal to the structure of the faction. High levels of abuse are exhibited by warring factions that are unable to police the behavior of their members because they are more ethnically fragmented, rely on material incentives to recruit participants, and lack mechanisms for punishing indiscipline. Explanations that emphasize the importance of local community ties and contestation do not find strong support in the data.",,,
423,10.1017/S0003055406062290,When Can Mediators Build Trust?,"Mediation is one of the most widespread techniques for preventing conflict and promoting cooperation. I examine the conditions under which mediators can facilitate cooperation by building trust between two parties. Assuming mediators have no intrinsic commitment to honesty, they can be credible trust builders in one-round interactions only if they care about the issue at stake, have a moderate ideal point, and do not find conflict to be too costly. A mediator that is solely interested in promoting cooperation, or one that is biased toward one side, will be ineffective. A desire to preserve a reputation for honesty can overcome a limited amount of bias or issue indifference.",,,
