article_ix,doi,title,abstract,article_topic1,article_topic2,article_data_type
490,10.1111/ajps.12051,Placing Racial Stereotypes in Context: Social Desirability and the Politics of Racial Hostility,"Past research indicates that diversity at the level of larger geographic units (e.g., counties) is linked to white racial hostility. However, research has not addressed whether diverse local contexts may strengthen or weaken the relationship between racial stereotypes and policy attitudes. In a statewide opinion survey, we find that black-white racial diversity at the zip-code level strengthens the connection between racial stereotypes and race-related policy attitudes among whites. Moreover, this effect is most pronounced among low self-monitors, individuals who are relatively immune to the effects of egalitarian social norms likely to develop within a racially diverse local area. We find that this racializing effect is most evident for stereotypes (e.g., African Americans are “violent”) that are “relevant” to a given policy (e.g., capital punishment). Our findings lend nuance to research on the political effects of racial attitudes and confirm the racializing political effects of diverse residential settings on white Americans.",,,
491,10.1111/ajps.12046,"Activation, Conversion, or Reinforcement? The Impact of Partisan News Exposure on Vote Choice","This study uses multiwave panel data from the 2008 presidential election to investigate the impact of partisan news exposure on changes in vote preferences over time. Overcoming key limitations of prior research, the analysis distinguishes among the potential effects originally delineated by Lazarsfeld and colleagues (1948): (1) activation—motivating partisans who initially say they are undecided or planning to defect to shift their vote back to their own party's candidate; (2) conversion—motivating partisans to shift their vote to the opposing party's candidate; and (3) reinforcement—strengthening partisans’ preference for their initial vote choice. The results reveal only modest evidence that partisan news reinforces existing vote preferences. Surprisingly, partisan news plays a more robust role motivating changes in vote choice: news slanted toward citizens’ own partisanship increased the odds of activation and decreased the odds of conversion, while news slanted away from citizens’ own partisanship proved a strong counterforce working in the opposite direction.",,,
492,10.1111/ajps.12063,"Election Laws, Mobilization, and Turnout: The Unanticipated Consequences of Election Reform","State governments have experimented with a variety of election laws to make voting more convenient and increase turnout. The impacts of these reforms vary in surprising ways, providing insight into the mechanisms by which states can encourage or reduce turnout. Our theory focuses on mobilization and distinguishes between the direct and indirect effects of election laws. We conduct both aggregate and individual-level statistical analyses of voter turnout in the 2004 and 2008 presidential elections. The results show that Election Day registration has a consistently positive effect on turnout, whereas the most popular reform—early voting—is actually associated with lower turnout when it is implemented by itself. We propose that early voting has created negative unanticipated consequences by reducing the civic significance of elections for individuals and altering the incentives for political campaigns to invest in mobilization.",,,
493,10.1111/ajps.12048,Backlash and Legitimation: Macro Political Responses to Supreme Court Decisions,"This article is a first attempt to develop and assess the competing predictions of the thermostatic model of public opinion and legitimation theory for the responses of public mood to Supreme Court decisions. While the thermostatic model predicts a negative relationship between the ideological direction of Supreme Court decisions and changes in public mood, legitimation theory predicts that changes in mood should be positively associated with the ideological content of the Court's actions. I assess these rival expectations by modeling the dynamic relationship between mood and cumulative judicial liberalism. The model estimates indicate a complex interaction between the Court and the mass public characterized by short-term backlash against Supreme Court decisions in mood followed by long-run movement toward the ideological positions taken by the Court. The results emphasize the legitimacy of the Court in American politics and point to a unique role for the Court in shaping public opinion.",,,
494,10.1111/ajps.12032,Candidate Entry and Political Polarization: An Antimedian Voter Theorem,"We study a citizen-candidate-entry model with private information about ideal points. We fully characterize the unique symmetric equilibrium of the entry game and show that only relatively “extreme” citizen types enter the electoral competition as candidates, whereas more “moderate” types never enter. It generally leads to substantial political polarization, even when the electorate is not polarized and citizens understand that they vote for more extreme candidates. We show that polarization increases in the costs of entry and decreases in the benefits from holding office. Moreover, when the number of citizens goes to infinity, only the very most extreme citizens, with ideal points at the boundary of the policy space, become candidates. Finally, our polarization result is robust to changes in the implementation of a default policy if no citizen runs for office and to introducing directional information about candidates’ types that is revealed via parties.",,,
495,10.1111/ajps.12049,"Showing Restraint, Signaling Resolve: Coalitions, Cooperation, and Crisis Bargaining","How do coalition partners affect the dynamics of crisis bargaining? I analyze a model in which a potential coalition leader faces a trade-off between signaling resolve to a target and retaining a partner's support by limiting the costs of war. The strength of the target conditions the partner's effect. When the target is strong, the need to ensure military cooperation reduces the probability of war by discouraging bluffing, though resolute types can signal resolve by foregoing coalitional support. When the target is weaker, a resolute coalition leader moderates threats to preserve military cooperation, foregoing the chance to signal resolve and increasing the chances of war, even as the partner successfully moderates the leader's bargaining posture. Thus, coalitions may face higher probabilities of war against weaker targets than stronger ones, coalitions are more likely against weak than strong targets, and partners can increase or decrease the probability of war.",,,
496,10.1111/ajps.12055,"Responding to War on Capitol Hill: Battlefield Casualties, Congressional Response, and Public Support for the War in Iraq","Recent scholarship argues that how members of Congress respond to an ongoing war significantly influences the president's strategic calculations. However, the literature is comparably silent on the factors influencing the public positions members take during the course of a military venture. Accounting for both national and local electoral incentives, we develop a theory positing that partisanship conditions congressional responses to casualties in the aggregate, but that all members respond to casualties in their constituency by increasingly criticizing the war. Analyzing an original database of more than 7,500 content-coded House floor speeches on the Iraq War, we find strong support for both hypotheses. We also find that Democrats from high-casualty constituencies were significantly more likely to cast antiwar roll-call votes than their peers. Finally, we show that this significant variation in congressional antiwar position taking strongly correlates with geographic differences in public support for war.",,,
497,10.1111/ajps.12043,Does Decentralization Improve Perceptions of Accountability? Attitudinal Evidence from Colombia,"Decentralization is argued to create incentives for local and regional politicians to be more responsive and accountable to their constituents, but few studies have directly tested this claim. We use survey data from Colombia to examine individual-level evaluations of the degree to which decentralization prompts citizens to view department government as more accountable. We estimate the effect of administrative, fiscal, and political decentralization, controlling for participation, political knowledge, confidence in government, education, and income on perceptions of accountability. Our results indicate that administrative and fiscal decentralization improve perceptions of accountability, while political decentralization does not.",,,
498,10.1111/ajps.12042,A Natural Experiment in Proposal Power and Electoral Success,"Does lawmaker behavior influence electoral outcomes? Observational studies cannot elucidate the effect of legislative proposals on electoral outcomes, since effects are confounded by unobserved differences in legislative and political skill. We take advantage of a unique natural experiment in the Canadian House of Commons that allows us to estimate how proposing legislation affects election outcomes. The right of noncabinet members to propose legislation is assigned by lottery. Comparing outcomes between those who were granted the right to propose and those who were not, we show that incumbents of the governing party enjoy a 2.7 percentage point bonus in vote total in the election following their winning the right to introduce a single piece of legislation, which translates to a 7% increase in the probability of winning. The causal effect results from higher likeability among constituents. These results demonstrate experimentally that what politicians do as lawmakers has a causal effect on electoral outcomes.",,,
499,10.1111/ajps.12047,The Conditionality of Vote-Buying Norms: Experimental Evidence from Latin America,"Anti-vote-buying campaigns led by NGOs and political elites denounce the practice as a crass economic transaction detrimental to democracy. Do potential clients stigmatize vote buying to the same degree, or does the mass public have a more conditional view of the acceptability of vote buying? We theorize that normative evaluations of vote buying vary based on individuals’ understanding of the transaction itself and abstract societal costs associated with the practice. We assess this perspective using survey experiments conducted in several Latin American countries that present hypothetical vote-buying situations for evaluation by respondents, varying the socioeconomic status of the hypothetical client and the client's political predispositions. We find that the disapproval of vote buying is highly conditional on the attributes of the hypothetical client and that evaluations of vote buying depend on conceptions of the concrete benefits and abstract costs of vote buying as a part of electoral politics.",,,
500,10.1111/ajps.12050,The Power of Partisanship in Brazil: Evidence from Survey Experiments,"To what extent do party labels influence individuals’ policy positions? Much research has examined this question in the United States, where party identification can generate both in-group and out-group pressures to conform to a party's position. However, relatively little research has considered the question's comparative generalizability. We explore the impact of party labels on attitudes in Brazil, a relatively new democracy with a fragmented party system. In such an environment, do parties function as in-groups, out-groups, or neither? We answer this question through two survey experiments, one conducted on a nationally representative sample and another on a convenience sample recruited via Facebook. We find that both in- and out-group cues shape the opinions of identifiers of Brazil's two main parties but that cues have no effect on nonpartisans. Results suggest that party identification can structure attitudes and behavior even in “party-averse” electoral environments.",,,
501,10.1111/ajps.12045,Group Segregation and Urban Violence,"How does segregation shape intergroup violence in contested urban spaces? Should nominal rivals be kept separate or instead more closely integrated? We develop an empirically grounded agent-based model to understand the sources and patterns of violence in urban areas, employing Jerusalem as a demonstration case and seeding our model with microlevel, geocoded data on settlement patterns. An optimal set of parameters is selected to best fit the observed spatial distribution of violence in the city, with the calibrated model used to assess how different levels of segregation, reflecting various proposed “virtual futures” for Jerusalem, would shape violence. Our results suggest that besides spatial proximity, social distance is key to explaining conflict over urban areas: arrangements conducive to reducing the extent of intergroup interactions—including localized segregation, limits on mobility and migration, partition, and differentiation of political authority—can be expected to dampen violence, although their effect depends decisively on social distance.",,,
502,10.1111/ajps.12038,The Strategic Nature of Compliance: An Empirical Evaluation of Law Implementation in the Central Monitoring System of the European Union,"This compliance study models correct and timely implementation of policies in a multilevel system as a strategic game between a central monitoring agency and multiple implementers and evaluates statistically the empirical implications of this model. We test whether compliance is determined by the anticipated enforcement decision of the monitoring agency and whether this agency is responsive to the probability of enforcement success and the potential sanctioning costs produced by noncomplying implementers. Compared to other monitoring systems, the centralized monitoring system of the European Union (EU) is praised for exemplary effectiveness, but our findings reveal that the monitoring agency refrains from enforcing compliance when the probability of success is low, and the sanctioning costs are high. This results in a compliance deficit, even though the selective enforcement activities of the monitoring agency are almost always successful before court.",,,
503,10.1111/ajps.12056,Bootstrap Confidence Regions for Multidimensional Scaling Solutions,"Multidimensional scaling (or MDS) is a methodology for producing geometric models of proximities data. Multidimensional scaling has a long history in political science research. However, most applications of MDS are purely descriptive, with no attempt to assess stability or sampling variability in the scaling solution. In this article, we develop a bootstrap resampling strategy for constructing confidence regions in multidimensional scaling solutions. The methodology is illustrated by performing an inferential multidimensional scaling analysis on data from the 2004 American National Election Study (ANES). The bootstrap procedure is very simple, and it is adaptable to a wide variety of MDS models. Our approach enhances the utility of multidimensional scaling as a tool for testing substantive theories while still retaining the flexibility in assumptions, model details, and estimation procedures that make MDS so useful for exploring structure in data.",,,
504,10.1111/ajps.12076,Social Esteem and Participation in Contentious Politics: A Field Experiment at an LGBT Pride Rally,"What motivates individuals to participate in contentious, political forms of collective action? In this article, I consider the possibility that the promise of social esteem from an ingroup can act as a powerful selective incentive for individuals to participate in contentious politics. I conducted a field experiment—the first to my knowledge to take place in the context of a political march, rally, or social-identity event—to isolate this esteem mechanism from others. Using measures of intent to attend, actual attendance, and reported attendance at a gay and lesbian pride event in New Jersey, I find evidence that the promise of social esteem boosts all three measures of participation. The article offers new theoretical and practical implications for the study of participation in nonvoting forms of collective action.",,,
505,10.1111/ajps.12077,Does Descriptive Representation Facilitate Women's Distinctive Voice? How Gender Composition and Decision Rules Affect Deliberation,"Does low descriptive representation inhibit substantive representation for women in deliberating groups? We address this question and go beyond to ask if the effects of descriptive representation also depend on decision rule. We conducted an experiment on distributive decisions, randomizing the group's gender composition and decision rule, including many groups, and linking individuals’ predeliberation attitudes to their speech and to postdeliberation decisions. Women's descriptive representation does produce substantive representation, but primarily under majority rule—when women are many, they are more likely to voice women's distinctive concerns about children, family, the poor, and the needy, and less likely to voice men's distinctive concerns. Men's references shift similarly with women's numerical status. These effects are associated with group decisions that are more generous to the poor. Unanimous rule protects women in the numerical minority, mitigating some of the negative effects of low descriptive representation. Descriptive representation matters, but in interaction with the decision rule.",,,
506,10.1111/ajps.12068,"Distorted Communication, Unequal Representation: Constituents Communicate Less to Representatives Not of Their Race","Communications from constituents strongly shape the representation politicians provide. However, if politicians hear less from some constituents than others, this unequal communication may lead to unequal representation. In this article, I present a field experiment demonstrating that constituents are less likely to communicate to representatives not of their race. The experiment exploited electoral rules in Maryland, where several multimember districts have both black and white representatives. I provided 8,829 residents of such districts an opportunity to communicate to one of their actual representatives, whose race I randomized. Both blacks and whites were markedly less likely to communicate to their representatives not of their race. These results imply that politicians receive racially distorted communication, hearing disproportionately infrequently from constituents unlike them. The fact that most racial minorities have white representatives may thus help explain both minorities’ less frequent communication to their representatives and the diminished substantive representation minorities typically receive.",,,
507,10.1111/ajps.12073,Dollars on the Sidewalk: Should U.S. Presidential Candidates Advertise in Uncontested States?,"Presidential candidates in the United States do not intentionally advertise in states without rigorous competition for electoral votes. However, in some areas of noncompetitive states, media markets overlap with battleground states, exposing these regions to political ads. These spillover advertisements allow us to examine the relationship between advertisements and individual campaign contributions, with data from the Wisconsin Advertising Project and the Federal Elections Commission. Using propensity-score matching within uncontested states, we find that 2008 aggregate giving in zip codes exposed to political ads was approximately $6,100 (28.1% of mean contributions) more than in similar zip codes without advertisements.",,,
508,10.1111/ajps.12070,A Primary Cause of Partisanship? Nomination Systems and Legislator Ideology,"Many theoretical and empirical accounts of representation argue that primary elections are a polarizing influence. Likewise, many reformers advocate opening party nominations to nonmembers as a way of increasing the number of moderate elected officials. Data and measurement constraints, however, have limited the range of empirical tests of this argument. We marry a unique new data set of state legislator ideal points to a detailed accounting of primary systems in the United States to gauge the effect of primary systems on polarization. We find that the openness of a primary election has little, if any, effect on the extremism of the politicians it produces.",,,
509,10.1111/ajps.12069,"The Semiconstrained Court: Public Opinion, the Separation of Powers, and the U.S. Supreme Court's Fear of Nonimplementation","Numerous studies have found that elite and popular preferences influence decision making on the U.S. Supreme Court; yet, uncertainty remains about when, how, and why the Court is constrained by external pressure. I argue the justices are constrained, at least in part, because they fear nonimplementation of their decisions. I test this theory by utilizing a recent study of judicial power, which finds the Court enjoys greater implementation power in “vertical” cases (those involving criminal and civil liability) than in “lateral” cases (all others; e.g., those involving schools or government agencies). I find that Court constraint is strongest in important lateral cases—those cases in which implementation depends on support from nonjudicial actors. My findings suggest that Supreme Court constraint is driven by the justices' fear of nonimplementation and is, therefore, dependent on institutional context.",,,
510,10.1111/ajps.12062,Mapping the Ideological Marketplace,"I develop a method to measure the ideology of candidates and contributors using campaign finance data. Combined with a data set of over 100 million contribution records from state and federal elections, the method estimates ideal points for an expansive range of political actors. The common pool of contributors who give across institutions and levels of politics makes it possible to recover a unified set of ideological measures for members of Congress, the president and executive branch, state legislators, governors, and other state officials, as well as the interest groups and individuals who make political donations. Since candidates fundraise regardless of incumbency status, the method estimates ideal points for both incumbents and nonincumbents. After establishing measure validity and addressing issues concerning strategic behavior, I present results for a variety of political actors and discuss several promising avenues of research made possible by the new measures.",,,
511,10.1111/ajps.12066,Influencing the Bureaucracy: The Irony of Congressional Oversight,"Does the president or Congress have more influence over policymaking by the bureaucracy? Despite a wealth of theoretical guidance, progress on this important question has proven elusive due to competing theoretical predictions and severe difficulties in measuring agency influence and oversight. We use a survey of federal executives to assess political influence, congressional oversight, and the policy preferences of agencies, committees, and the president on a comparable scale. Analyzing variation in political influence across and within agencies reveals that Congress is less influential relative to the White House when more committees are involved. While increasing the number of involved committees may maximize the electoral benefits for members, it may also undercut the ability of Congress as an institution to collectively respond to the actions of the presidency or the bureaucracy.",,,
512,10.1111/ajps.12065,China's Strategic Censorship,"While it is often assumed that authoritarian regimes inevitably fear and restrict media independence, permitting watchdog journalism can actually help such regimes maintain power by improving governance. Yet such a strategy risks facilitating a coordinated uprising if discontent is revealed to be widespread. A formal model shows that under some conditions, a regime optimally permits investigative reporting on lower-level officialdom, adjusting how much reporting is allowed depending on the level of underlying social tensions. This strategy yields many of the benefits of free media without risking overthrow. An extension shows why an increase in uncontrollable information, such as from the Internet, may result in a reduction in media freedom. The model sheds light on important aspects of China's media policy and its evolution and on authoritarian media control more broadly.",,,
513,10.1111/ajps.12058,Varieties of Clientelism: Machine Politics during Elections,"Although many studies of clientelism focus exclusively on vote buying, political machines often employ diverse portfolios of strategies. We provide a theoretical framework and formal model to explain how and why machines mix four clientelist strategies during elections: vote buying, turnout buying, abstention buying, and double persuasion. Machines tailor their portfolios to the political preferences and voting costs of the electorate. They also adapt their mix to at least five contextual factors: compulsory voting, ballot secrecy, political salience, machine support, and political polarization. Our analysis yields numerous insights, such as why the introduction of compulsory voting may increase vote buying, and why enhanced ballot secrecy may increase turnout buying and abstention buying. Evidence from various countries is consistent with our predictions and suggests the need for empirical studies to pay closer attention to the ways in which machines combine clientelist strategies.",,,
514,10.1111/ajps.12060,Spatial and Temporal Proximity: Examining the Effects of Protests on Political Attitudes,"This article utilizes data from the Latino National Survey (2006) to analyze temporal and spatial variation in the effects of the immigrant rights marches in 2006 on Latino attitudes towards trust in government and self-efficacy. Using a unique protest dataset, we examine the effects of proximity and scale by mapping respondents’ specific geographic location against the location of the marches as well as size of the protests using Geographic Information Systems (GIS). We find that local proximity to small marches had a positive impact on feelings of efficacy, whereas large-scale protests led to lower feelings of efficacy. The results shed light on the role localized political events can play in shaping feelings towards government, the importance of conceptions of space and time to the study of social movements, and the positive outcomes that can result from contentious politics.",,,
515,10.1111/ajps.12044,Does Choice Bring Loyalty? Electoral Participation and the Development of Party Identification,"Party identification is known to influence almost all aspects of political life. How this attachment develops across the adult life cycle, however, remains unknown. I argue that people reinforce their partisan predispositions by voting for their preferred party. Voting entails a choice over a set of alternatives. This choice is likely to induce rationalization. In so doing, it provides signals of group identity, which in turn strengthens people's partisan ties. Testing this hypothesis is made difficult because it implies a reciprocal relationship between partisanship and vote choice. I address this problem by using vote eligibility as an instrument of vote in a sample of almost equally aged respondents. The results indicate that elections fortify prior partisan orientations. Moreover, they do so not by increasing political information. Rather, it is the act of voting for a party that, itself, bolsters partisan attachment. This act leaves a long-lasting imprint on people's partisan outlooks.",,,
516,10.1111/ajps.12064,"People, Territory, and Legitimacy in Democratic States","Who are the people who should govern themselves in a democracy? This is the famous boundary problem to which this article offers a new approach. Most democrats, even nationalists and cosmopolitans, delimit the demos by relying on territorial jurisdictions. However, territory is not explicit in their arguments. This article urges democrats to recognize territory's normative importance rather than overlook the role it already plays in their theories. Acknowledging territory is a risky, yet promising, strategy. Risky, because it may lead to a vicious circle: one needs well-defined territorial borders to delimit the people, yet one needs a well-defined people to establish legitimate territorial borders. Promising, because it forces democrats to scrutinize implicit assumptions and find new resources for dealing with the vicious circle. The article describes four possible tacks by which theorists could navigate the waters of people, territory, and legitimacy in democracies: asserting, circumventing, solving, and dissolving the circle.",,,
517,10.1111/ajps.12059,"Electoral Choice, Ideological Conflict, and Political Participation","Generations of democratic theorists argue that democratic systems should present citizens with clear and distinct electoral choices. Responsible party theorists further argued that political participation increases with greater ideological conflict between competing electoral options. Empirical evidence on this question, however, remains deeply ambiguous. This article introduces new joint estimates of citizen preferences and the campaign platforms chosen by pairs of candidates in U.S. House and Senate races. The results show that increasing levels of ideological conflict reduce voter turnout, and are robust across a wide range of empirical specifications. Furthermore, the findings provide no support for existing accounts that emphasize how ideology or partisanship explains the relationship between ideological conflict and turnout. Instead, I find that increasing levels of candidate divergence reduce turnout primarily among citizens with lower levels of political sophistication. These findings provide the strongest evidence to date for how mass political behavior is conditioned by electoral choice.",,,
518,10.1111/ajps.12075,Ethnic Politics and Women's Empowerment in Africa: Ministerial Appointments to Executive Cabinets,"Under what conditions do women participate in executive power in multiethnic societies? Previous research has examined how political institutions, socioeconomic factors, and cultural norms affect the appointment of women as cabinet ministers. However, no study has assessed the extent to which the politicization of ethnicity—a cleavage that shapes political life in many countries—affects women's cabinet appointments. Focusing on sub-Saharan Africa, we argue that women are less likely to become cabinet ministers where incumbents use such appointments to build patronage-based alliances with politicians who act as advocates for ethnic constituencies. Using an original dataset on the composition of cabinets in 34 African countries from 1980 to 2005, we show that women's share of cabinet appointments is significantly lower in countries where leaders must accommodate a larger number of politicized ethnic groups, but it rises with higher levels of democracy and greater representation of women in parliament.",,,
519,10.1111/ajps.12061,The Rule of Law in the Fight against Terrorism,"What is the role of legal limits on executive power, if any, when citizens demand more security from terrorism, and allowing executive officials legal flexibility of action appears necessary to achieve it? We develop a game-theoretic model to show that when the executive faces increased electoral incentives to provide security and has legal flexibility to choose any policy it finds optimal, security from terrorism can actually decrease. In contrast, when the executive faces increased electoral incentives to provide security and there is an explicit legal limit on executive counterterrorism activities, security from terrorism increases. We also show that the executive achieves the objective of terrorism prevention more effectively when there are some limitations on its counterterrorism powers. The article provides a security rationale for legal limits on executive power and has implications for understanding how to design the institutional structure of liberal governments when the social objective is terrorism prevention.",,,
520,10.1111/ajps.12041,Designing Historical Social Scientific Inquiry: How Parameter Heterogeneity Can Bridge the Methodological Divide between Quantitative and Qualitative Approaches,"Seeking to advance historical studies of political institutions and behavior, we argue for an expansion of the standard methodological toolkit with a set of innovative approaches that privilege parameter heterogeneity to capture nuances missed by more commonly used approaches. We address critiques by prominent historians and historically oriented political scientists who have underscored the shortcomings of mainstream quantitative approaches for studying the past. They are concerned that the statistical models ordinarily employed by political scientists are inadequate for addressing temporality, periodicity, specificity, and context—issues that are central to good historical analysis. The innovations that we advocate are particularly well suited for incorporating these issues in empirical models, which we demonstrate with replications of extant research that focuses on locating structural breaks relating to realignments and split-party Senate delegations and on the temporal evolution in congressional roll-call behavior connected to labor policy during the New Deal and Fair Deal.",,,
521,10.1111/ajps.12114,Models Among the Political Theorists,"Political theorists rely on models in ways that typically are neglected. They do so for largely the same reasons other political scientists do. Those reasons have little to do with the standard rationale political scientists advance, namely, that they use models to deduce predictions that, treated as hypotheses, can be tested against the “real world.” Starting from Thomas Schelling's view of models, I show how John Rawls and Michel Foucault each rely on a model in ways that conform to his characterization. I then draw a comparison between Isaiah Berlin and Kenneth Arrow to illuminate the value of formalization. I conclude by sketching a view of models not as devices for making predictions but as tools for conceptual exploration. On that basis, I argue that the standard rationale turns out to be deeply problematic.",,,
522,10.1111/ajps.12088,"An Integrated Theory of Budgetary Politics and Some Empirical Tests: The U.S. National Budget, 1791–2010","We develop a general theory of budgetary politics and examine its implications on a new data set on U.S. government expenditures from 1791 to 2010. We draw on three major approaches to budgeting: decision-making theories, primarily incrementalism and serial processing; policy process models; and path dependency. We show that the incrementalist budget model is recursive and that its solution is exponential growth, and isolate three periods in which it operates in pure form. The equilibrium periods are separated by critical junctures, associated with wars or economic collapse. We assess policy process dynamics by examining the deviations within equilibrium periods. We offer three takeaways: (1) exponential incrementalism is fundamental to a theory of budgeting; (2) disjoint shifts in the level of exponential incrementalism are caused only by critical moments; (3) temporally localized dynamics cause bends in the exponential path, longer returns to the path within budgetary eras, and annual punctuations in budget changes.",,,
523,10.1111/ajps.12078,Elections and Deceptions: An Experimental Study on the Behavioral Effects of Democracy,"Traditionally, the virtue of democratic elections has been seen in their role as means of screening and sanctioning shirking public officials. This article proposes a novel rationale for elections and political campaigns considering that candidates incur psychological costs of lying, in particular from breaking campaign promises. These nonpecuniary costs imply that campaigns influence subsequent behavior, even in the absence of reputational or image concerns. Our lab experiments reveal that promises are more than cheap talk. They influence the behavior of both voters and their representatives. We observe that the electorate is better off when their leaders are elected democratically rather than being appointed exogenously—but only in the presence of electoral campaigns. In addition, we find that representatives are more likely to serve the public interest when their approval rates are high. Altogether, our results suggest that elections and campaigns confer important benefits beyond their screening and sanctioning functions.",,,
524,10.1111/ajps.12092,Ignorance Is Bias: The Effect of Latino Losers on Models of Latino Representation,"Nearly every aggregate study of minority legislative representation has observed outcomes of elections (officeholders), rather than the supply of minority candidates. Because of this, scholars have left a large amount of important data, the election losers, out of their models of minority representation. The evidence presented in this article demonstrates that voters in the United States cannot choose minority officeholders because there are rarely minority candidates on the ballot. I use state legislative candidate data from Carsey et al. (2008) and Klarner et al. (2012) to test models of Latino representation that correct for first-stage selection bias. Once candidate self-selection is taken into account, the probability of electing a Latino increases enormously. I then use data from 2010 to make out-of-sample predictions, which clearly favor the conditional model. Thus, our current understanding of Latino representation is significantly biased by ignoring the first stage of an election, a candidate's decision to run.",,,
525,10.1111/ajps.12067,Civil War and Social Cohesion: Lab-in-the-Field Evidence from Nepal,"We study effects of wartime violence on social cohesion in the context of Nepal's 10-year civil war. We begin with the observation that violence increased levels of collective action like voting and community organization—a finding consistent with other recent studies of postconflict societies. We use lab-in-the-field techniques to tease apart such effects. Our causal-identification strategy exploits communities' exogenous isolation from the unpredictable path of insurgency combined with matching. We find that violence-affected communities exhibit higher levels of prosocial motivation, measured by altruistic giving, public good contributions, investment in trust-based transactions, and willingness to reciprocate trust-based investments. We find evidence to support two social transformation mechanisms: (1) a purging mechanism by which less social persons disproportionately flee communities plagued by war and (2) a collective coping mechanism by which individuals who have few options to flee band together to cope with threats.",,,
526,10.1111/ajps.12091,Partisans in Robes: Party Cues and Public Acceptance of Supreme Court Decisions,"The public perceives the Supreme Court to be a legal institution. This perception enables the Court's legitimacy-conferring function, which serves to increase public acceptance of its decisions. Yet, the public acknowledges a political aspect to the Court as well. To evaluate how the public responds to the different images of the Supreme Court, we investigate whether and how depictions of specifically partisan (e.g., Republican) Court rulings shape public acceptance of its decisions while varying institutional, legal, and issue characteristics. Using survey experiments, we find that party cues and partisanship, more so than the imprimatur of the Court, affect public acceptance. We also find that polarization diminishes the effect of party cues. Attributing a decision to the Court does little to increase baseline acceptance or attenuate partisan cue effects. The Court's uniqueness, at least in terms of its legitimacy-conferring function, is perhaps overstated.",,,
527,10.1111/ajps.12072,"Democracy, the Market, and the Logic of Social Choice","This article compares the types of knowledge democracy and the market require to rationally allocate resources. I argue that high levels of public ignorance and voters’ inability to compare the effects of different parties’ policies make it difficult for parties and elections to rationally allocate resources. Markets mitigate these problems because the simultaneous existence of multiple firms’ products facilitates comparisons that mimic the conditions of scientific experimentation. The economy of knowledge involved in such comparisons indicates there are epistemic advantages to using firms and markets, instead of political parties and elections, to allocate scarce resources. However, in contrast to arguments that markets merely provide better information than political decisions, I argue markets’ epistemic advantages are derived from the way they facilitate comparisons that minimize decision makers’ need for knowledge or understanding.",,,
528,10.1111/ajps.12057,The Elusive Search for Presidential Power,"Unilateral presidential actions, such as executive orders, are widely cited as a key strategic tool for presidential power. However, is unilateral action evidence of unilateralism or might it represent executive acquiescence? We answer this by (1) specifying three competing models, each with a different presidential discretion assumption and generating alternative hypotheses; (2) extending the canonical item-response model to best measure executive-order significance; and (3) comparing competing theoretical models to data for 1947–2002. Theoretically, we show that legislative preferences may impact unilateral actions differently than previously thought and indicate how parties may be influential. Empirically, a model where the president is responsive to the chamber's majority-party median fits the data better than models assuming responsiveness to the chamber median or no presidential acquiescence. Unilateral action appears not tantamount to presidential power, as evidence implies that legislative parties, or the judicial actors enforcing their will, are key conditioning factors.",,,
529,10.1111/ajps.12071,Do Better Monitoring Institutions Increase Leadership Quality in Community Organizations? Evidence from Uganda,"We offer a framework for analyzing the impact of monitoring—a commonly recommended solution to poor leadership—on the quality of democratically elected leaders in community organizations in low-income countries. In our model, groups may face a trade-off between leader ability and effort. If the group's ability to monitor the leader is low, then the leader may exert too little effort. A higher level of monitoring increases leader effort, raising the value of the public good. However, more intense monitoring may also drive higher-ability members to opt out of candidacy, reducing public-goods value. The result is an inverted U-shaped relationship between the level of monitoring and the value of the public good. The trade-off between leader effort and ability, however, only exists in the presence of sufficient private-income opportunities. These predictions are assessed using original data gathered from Ugandan farmer associations.",,,
530,10.1111/ajps.12087,Partisanship in a Social Setting,"No factor appears more powerful in explaining how individuals evaluate political information and form political preferences than partisanship. Yet, virtually all work on the effects of partisanship on preference formation neglects the crucial role of social settings. In this study, I examine how social settings can fundamentally change the influence of partisanship on preferences. I demonstrate that, in fact, social settings exert an independent influence over preference formation—one that is even larger than the influence of partisan ambivalence. The central implication of these findings is that, going forward, we cannot fully explore how citizens apply their partisanship in evaluating political information without also accounting for the social settings in which individuals find themselves.",,,
531,10.1111/ajps.12080,Making It Personal: Regime Type and Nuclear Proliferation,"Study after study has found that regime type has little or no effect on states’ decisions to pursue nuclear weapons. We argue, however, that conventional approaches comparing the behavior of democracies to that of nondemocracies have resulted in incorrect inferences. We disaggregate types of nondemocracies and argue that leaders of highly centralized, “personalistic” dictatorships are particularly likely to view nuclear weapons as an attractive solution to their concerns about regime security and face fewer constraints in pursuing nuclear weapons than leaders of other types of regimes. Combining our more nuanced classification of regime type with a more theoretically appropriate empirical approach, we find that personalist regimes are substantially more likely to pursue nuclear weapons than other regime types. This finding is robust to different codings of proliferation dates and a range of modeling approaches and specifications and has significant implications for both theory and policy.",,,
