,JEL,abstract,author,doi,journal,pdf_url,publication_date,title,url,year,index
5486,I32 J11 J31 J61,,"Raphael, Steven Smolensky, Eugene",10.1257/aer.99.2.41,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/aer.99.2.41,2009/05,Immigration and Poverty in the United States,https://www.aeaweb.org/articles?id=10.1257/aer.99.2.41,2009.0,2991
5487,D64 H41 J11 J13,,"Osili, Una Okonkwo Xie, Jia",10.1257/aer.99.2.28,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/aer.99.2.28,2009/05,Do Immigrants and Their Children Free Ride More Than Natives?,https://www.aeaweb.org/articles?id=10.1257/aer.99.2.28,2009.0,2992
5488,F22 J11 J61 O15,,"Hanson, Gordon H. McIntosh, Craig",10.1257/aer.99.2.22,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/aer.99.2.22,2009/05,The Demography of Mexican Migration to the United States,https://www.aeaweb.org/articles?id=10.1257/aer.99.2.22,2009.0,2993
5489,I21 J11 J24 J61 R23,,"Card, David",10.1257/aer.99.2.1,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/aer.99.2.1,2009/05,Immigration and Inequality,https://www.aeaweb.org/articles?id=10.1257/aer.99.2.1,2009.0,2994
5490,Y20,,"Deaton, Angus",10.1257/aer.99.2.ix,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/aer.99.2.ix,2009/05,Papers and Proceedings of the One Hundred Twenty-First Annual Meeting of the American Economic Association: Foreword,https://www.aeaweb.org/articles?id=10.1257/aer.99.2.ix,2009.0,2995
5491,Y20,,"Johnson, William R. Voros, Jane E.",10.1257/aer.99.2.viii,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/aer.99.2.viii,2009/05,Papers and Proceedings of the One Hundred Twenty-First Annual Meeting of the American Economic Association: Editors' Introduction,https://www.aeaweb.org/articles?id=10.1257/aer.99.2.viii,2009.0,2996
5492,,,,10.1257/aer.99.2.i,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/aer.99.2.i,2009/05,Front Matter,https://www.aeaweb.org/articles?id=10.1257/aer.99.2.i,2009.0,2997
5493,H76 R41," Speeding tickets are determined not only by the speed of the offender, but also by incentives faced by police officers and their vote-maximizing principals. We hypothesize that police officers issue fines more frequently when drivers have a higher opportunity cost of contesting a ticket, and when drivers are not residents of the local municipality. We also predict that local officers are more likely to issue a ticket to out-of-town drivers when fiscal conditions are tight and legal limits prevent increases in property taxes. Using data from traffic stops in Massachusetts, we find support for our hypotheses. (JEL H76, R41)","Makowsky, Michael D. Stratmann, Thomas",10.1257/aer.99.1.509,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/aer.99.1.509,2009/03,Political Economy at Any Speed: What Determines Traffic Citations?,https://www.aeaweb.org/articles?id=10.1257/aer.99.1.509,2009.0,2998
5494,H23 I38 O12 O15," Cash transfers to eligible households indirectly increase the consumption of ineligible households living in the same villages. This effect operates through insurance and credit markets: ineligible households benefit from the transfers by receiving more gifts and loans and by reducing their savings. Thus, the transfers benefit the local economy at large; looking only at the effect on the treated underestimates their impact. One should analyze the effects of this class of programs on the entire local economy, rather than on the treated only, and use a village-level randomization, rather than selecting treatment nd control subjects from the same community. (JEL H23, I38, O12, O15)","Angelucci, Manuela De Giorgi, Giacomo",10.1257/aer.99.1.486,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/aer.99.1.486,2009/03,Indirect Effects of an Aid Program: How Do Cash Transfers Affect Ineligibles' Consumption?,https://www.aeaweb.org/articles?id=10.1257/aer.99.1.486,2009.0,2999
5495,D83 J15 J24 J71 M12 M51," We study minority representation in the workplace when employers engage in optimal sequential search and minorities convey noisier signals of ability than mainstream job candidates. The greater signal noise makes it harder for minorities to change employers' prior beliefs. When employers are selective, this leads to minority underrepresentation in the workplace. Diversity improves when the cost of interviewing, the average skill level of candidates, or the opportunity cost of not hiring increases. Reducing the cost of firing also increases minority representation. When employers are sufficiently unselective, the rigidity of employers' beliefs leads to overrepresentation of minorities. (JEL D83, J15, J24, J71, M12, M51)","Morgan, John Várdy, Felix",10.1257/aer.99.1.472,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/aer.99.1.472,2009/03,Diversity in the Workplace,https://www.aeaweb.org/articles?id=10.1257/aer.99.1.472,2009.0,3000
5496,H25 H32 L11 L13 L81," I examine excise taxes levied on multiproduct retailers. Excise taxes reduce equilibrium output and decrease equilibrium product variety in the short run, but taxes can raise output per product in the long run and induce entry. Excise taxes are overshifted into prices in a wide range of cases, including under linear and concave demand conditions, and excise taxes shift less than one-for-one into prices only when demand is highly convex. Multiproduct transactions substantively alter the efficiency of ad valorem and specific forms of excise taxes and affect the comparison of relative tax performance over short-run and long-run time horizons. (JEL H25, H32, L11, L13, L81)","Hamilton, Stephen F.",10.1257/aer.99.1.458,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/aer.99.1.458,2009/03,Excise Taxes with Multiproduct Transactions,https://www.aeaweb.org/articles?id=10.1257/aer.99.1.458,2009.0,3001
5497,G22 G34 I11 L25," I use data on the hospital networks offered by managed care health insurers to
estimate the expected division of profits between insurers and providers. I include
a simple profit-maximization framework and an additional effect: hospitals that
can secure demand without contracting with all insurers (e.g., those most attractive
to consumers and those that are capacity constrained) may demand high
prices that some insurers refuse to pay. Hospital mergers may also affect price
bargaining. I estimate that all three types of hospitals capture higher markups
than other providers. These results provide information on the hospital investment
incentives generated by bargaining. (JEL G22, G34, I11, L25)","Ho, Katherine",10.1257/aer.99.1.393,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/aer.99.1.393,2009/03,Insurer-Provider Networks in the Medical Care Market,https://www.aeaweb.org/articles?id=10.1257/aer.99.1.393,2009.0,3002
5498,D81," Choice problems in the spirit of Ellsberg (1961) suggest that rank-dependent
(""Choquet expected utility"") preferences over subjective gambles might be subject
to the same difficulties that Ellsberg's earlier examples posed for subjective
expected utility. These difficulties stem from event-separability properties that
rank-dependent preferences partially retain from expected utility, and suggest
that nonseparable models of preferences might be better at capturing features
of behavior that lead to these paradoxes. (JEL D81)","Machina, Mark J.",10.1257/aer.99.1.385,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/aer.99.1.385,2009/03,"Risk, Ambiguity, and the Rank-Dependence Axioms",https://www.aeaweb.org/articles?id=10.1257/aer.99.1.385,2009.0,3003
5499,E13 E31 E32 E52," This paper shows that the recent evidence that disaggregated prices are volatile
does not necessarily challenge the hypothesis of price rigidity used in a large
class of macroeconomic models. We document the effect of macroeconomic
and sectoral disturbances by estimating a factor-augmented vector autoregression
using a large set of macroeconomic indicators and disaggregated prices.
Our main finding is that disaggregated prices appear sticky in response to
macroeconomic and monetary disturbances, but flexible in response to sectorspecific
shocks. The observed flexibility of disaggregated prices reflects the fact
that sector-specific shocks account on average for 85 percent of their monthly
fluctuations. (JEL E13, E31, E32, E52)","Boivin, Jean Giannoni, Marc P. Mihov, Ilian",10.1257/aer.99.1.350,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/aer.99.1.350,2009/03,Sticky Prices and Monetary Policy: Evidence from Disaggregated US Data,https://www.aeaweb.org/articles?id=10.1257/aer.99.1.350,2009.0,3004
5500,C91 D03 Z13," We present a laboratory experiment that measures the effects of induced group
identity on social preferences. We find that when participants are matched with
an ingroup member, they show a 47 percent increase in charity concerns and a
93 percent decrease in envy. Likewise, participants are 19 percent more likely to
reward an ingroup match for good behavior, but 13 percent less likely to punish
an ingroup match for misbehavior. Furthermore, participants are significantly
more likely to choose social-welfare-maximizing actions when matched with an
ingroup member. All results are consistent with the hypothesis that participants
are more altruistic toward an ingroup match. (JEL C91, D03, Z13)","Chen, Yan Li, Sherry Xin",10.1257/aer.99.1.431,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/aer.99.1.431,2009/03,Group Identity and Social Preferences,https://www.aeaweb.org/articles?id=10.1257/aer.99.1.431,2009.0,3005
5501,I12 K42," In mid-1995, a government effort to reduce the supply of methamphetamine precursors
successfully disrupted the methamphetamine market and interrupted
a trajectory of increasing usage. The price of methamphetamine tripled and
purity declined from 90 percent to 20 percent. Simultaneously, amphetaminerelated
hospital and treatment admissions dropped 50 percent and 35 percent,
respectively. Methamphetamine use among arrestees declined 55 percent.
Although felony methamphetamine arrests fell 50 percent, there is no evidence
of substantial reductions in property or violent crime. The impact was largely
temporary. The price returned to its original level within four months; purity,
hospital admissions, treatment admissions, and arrests approached preintervention
levels within eighteen months. (JEL I12, K42)","Dobkin, Carlos Nicosia, Nancy",10.1257/aer.99.1.324,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/aer.99.1.324,2009/03,"The War on Drugs: Methamphetamine, Public Health, and Crime",https://www.aeaweb.org/articles?id=10.1257/aer.99.1.324,2009.0,3006
5502,D71 Z13," We present the results of an experiment that attempts to measure the social
value of groups. In the experiment, group membership is induced artificially:
subjects interact with insiders and outsiders in trust games and periodically
enter markets where they can trade group membership. We find that trust falls
with groups because of negative discrimination against outsiders. Against this,
however, there is evidence that group membership provides a psychological
benefit, albeit one that may induce social inertia. Overall, the welfare effects of
groups are at best neutral and could be negative. (JEL: D17, Z13)","Hargreaves Heap, Shaun P. Zizzo, Daniel John",10.1257/aer.99.1.295,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/aer.99.1.295,2009/03,The Value of Groups,https://www.aeaweb.org/articles?id=10.1257/aer.99.1.295,2009.0,3007
5503,D23 D82 D86 L22," Thinking about contingencies, designing covenants, and seeing through their
implications is costly. Parties to a contract accordingly use heuristics and leave
it incomplete. The paper develops a model of limited cognition and examines its
consequences for contractual design. (JEL D23, D82, D86, L22)","Tirole, Jean",10.1257/aer.99.1.265,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/aer.99.1.265,2009/03,Cognition and Incomplete Contracts,https://www.aeaweb.org/articles?id=10.1257/aer.99.1.265,2009.0,3008
5504,E13 E21 E22 E32," A representative-consumer model with Epstein-Zin-Weil preferences and i.i.d.
shocks, including rare disasters, accords with observed equity premia and
risk-free rates if the coefficient of relative risk aversion equals 3-4. If the intertemporal
elasticity of substitution exceeds one, an increase in uncertainty lowers
the price-dividend ratio for equity, and a rise in the expected growth rate
raises this ratio. Calibrations indicate that society would willingly reduce GDP
by around 20 percent each year to eliminate rare disasters. The welfare cost
from usual economic fluctuations is much smaller, though still important, corresponding
to lowering GDP by about 1.5 percent each year. (JEL E13, E21,
E22, E32)","Barro, Robert J.",10.1257/aer.99.1.243,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/aer.99.1.243,2009/03,"Rare Disasters, Asset Prices, and Welfare Costs",https://www.aeaweb.org/articles?id=10.1257/aer.99.1.243,2009.0,3009
5505,D31 H21 H23 H24," This paper explores how to optimally set taxes and transfers when taxation
authorities are uninformed about individuals' value of time in both market and
nonmarket activities; and can observe both market-income and time allocated
to market employment. We show that optimal redistribution in this environment
involves a cutoff wage whereby workers above the cutoff are taxed as they
increase their income, while workers earning a wage below the cutoff receive
an income supplement as they increase their income. Finally, we show that the
optimal program transfers zero income to individuals who choose not to work. 1JEL D31, H21, H23, H242","Beaudry, Paul Blackorby, Charles Szalay, Dezsö",10.1257/aer.99.1.216,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/aer.99.1.216,2009/03,Taxes and Employment Subsidies in Optimal Redistribution Programs,https://www.aeaweb.org/articles?id=10.1257/aer.99.1.216,2009.0,3010
5506,D12 I21 I28 O15," This paper examines how schools' choices of class size and households' choices
of schools affect regression-discontinuity-based estimates of the effect of class
size on student outcomes. We build a model in which schools are subject to
a class-size cap and an integer constraint on the number of classrooms, and
higher-income households sort into higher-quality schools. The key prediction,
borne out in data from Chile's liberalized education market, is that schools
at the class-size cap adjust prices (or enrollments) to avoid adding an additional
classroom, which generates discontinuities in the relationship between
enrollment and household characteristics, violating the assumptions underlying
regression-discontinuity research designs. (JEL D12, I21, I28, O15)","Urquiola, Miguel Verhoogen, Eric",10.1257/aer.99.1.179,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/aer.99.1.179,2009/03,"Class-Size Caps, Sorting, and the Regression-Discontinuity Design",https://www.aeaweb.org/articles?id=10.1257/aer.99.1.179,2009.0,3011
5507,D31 J16 J62 O33," Using estate tax returns data, we observe that the share of women among the
very wealthy in the United States peaked in the late 1960s at nearly one-half
and then declined to one-third. We argue that this pattern reflects changes in
the importance of dynastic wealth, with the share of women proxying for inherited
wealth. If so, wealth mobility decreased until the 1970s and rose thereafter.
Such an interpretation is consistent with technological change driving longterm
trends in mobility and inequality, as well as the recent divergence between
top wealth and top income shares documented elsewhere. (JEL D31, J16, J62,
O33)","Edlund, Lena Kopczuk, Wojciech",10.1257/aer.99.1.146,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/aer.99.1.146,2009/03,"Women, Wealth, and Mobility",https://www.aeaweb.org/articles?id=10.1257/aer.99.1.146,2009.0,3012
5508,J24 L81 M54," We study peer effects in the workplace. Specifically, we investigate whether,
how, and why the productivity of a worker depends on the productivity of
coworkers in the same team. Using high-frequency data on worker productivity
from a large supermarket chain, we find strong evidence of positive productivity
spillovers from the introduction of highly productive personnel into a shift.
Worker effort is positively related to the productivity of workers who see him,
but not workers who do not see him. Additionally, workers respond more to the
presence of coworkers with whom they frequently interact. We conclude that
social pressure can partially internalize free-riding externalities that are built
into many workplaces. (JEL J24, L81, M54)","Mas, Alexandre Moretti, Enrico",10.1257/aer.99.1.112,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/aer.99.1.112,2009/03,Peers at Work,https://www.aeaweb.org/articles?id=10.1257/aer.99.1.112,2009.0,3013
5509,D31 E21 H20," This paper studies the estate tax in a quantitative framework with business
investment, borrowing constraints, estate transmission, and wealth inequality.
We find that the estate tax has little effect on the saving and investment decisions
of small businesses, but does distort the decisions of larger firms, thereby
reducing aggregate output and savings. Removing such distortions by eliminating
the estate tax does not necessarily imply that everyone would be better
off. If other taxes were raised to reestablish fiscal balance, those at the top of
the wealth distribution would experience a large welfare gain, but most of the
population would lose. (JEL D31, E21, H22)","Cagetti, Marco De Nardi, Mariacristina",10.1257/aer.99.1.85,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/aer.99.1.85,2009/03,"Estate Taxation, Entrepreneurship, and Wealth",https://www.aeaweb.org/articles?id=10.1257/aer.99.1.85,2009.0,3014
5510,D14 D82 D83 G21," We present new evidence on consumer liquidity constraints and the credit market
conditions that might give rise to them. We analyze unique data from a large
auto sales company serving the subprime market. Short-term liquidity appears
to be a key driver of consumer behavior. Demand increases sharply during tax
rebate season and purchases are highly sensitive to down-payment requirements.
Lenders also face substantial informational problems. Default rates rise
significantly with loan size, providing a rationale for loan caps, and higher-risk
borrowers demand larger loans. This adverse selection is mitigated, however,
by risk-based pricing. (JEL D14, D82, D83, G21)","Adams, William Einav, Liran Levin, Jonathan",10.1257/aer.99.1.49,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/aer.99.1.49,2009/03,Liquidity Constraints and Imperfect Information in Subprime Lending,https://www.aeaweb.org/articles?id=10.1257/aer.99.1.49,2009.0,3015
5511,E13 H21 H24 H25," We quantitatively characterize the optimal capital and labor income tax in an
overlapping generations model with idiosyncratic, uninsurable income shocks
and permanent productivity differences of households. The optimal capital
income tax rate is significantly positive at 36 percent. The optimal progressive
labor income tax is, roughly, a flat tax of 23 percent with a deduction of $7,200
(relative to average household income of $42,000). The high optimal capital
income tax is mainly driven by the life-cycle structure of the model, whereas the
optimal progressivity of the labor income tax is attributable to the insurance
and redistribution role of the tax system. (JEL E13, H21, H24, H25)","Conesa, Juan Carlos Kitao, Sagiri Krueger, Dirk",10.1257/aer.99.1.25,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/aer.99.1.25,2009/03,Taxing Capital? Not a Bad Idea after All!,https://www.aeaweb.org/articles?id=10.1257/aer.99.1.25,2009.0,3016
5512,D02 D71 D72 H11 P14,,"Dixit, Avinash",10.1257/aer.99.1.5,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/aer.99.1.5,2009/03,Governance Institutions and Economic Activity,https://www.aeaweb.org/articles?id=10.1257/aer.99.1.5,2009.0,3017
5513,,,,10.1257/aer.99.1.i,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/aer.99.1.i,2009/03,Front Matter,https://www.aeaweb.org/articles?id=10.1257/aer.99.1.i,2009.0,3018
5514,D12 I31 I32 J12 J16," We investigate well-being changes for single mother headed families targeted by recent tax and welfare reforms. Measured income changes sharply differ from consumption changes. We examine disaggregated consumption, time use, and health insurance coverage. Increases in housing and transportation spending mostly account for the rise in consumption in the bottom quintiles. We find modest improvement in housing quality, but the evidence is less strong at the very bottom. The consumption of nonmarket time for those in the bottom half of the consumption distribution falls sharply, indicating a loss in utility for those families if nonmarket time is valued above $3 per hour.  (JEL D12, I31, I32, J12, J16)","Meyer, Bruce D. Sullivan, James X.",10.1257/aer.98.5.2221,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/aer.98.5.2221,2008/12,"Changes in the Consumption, Income, and Well-Being of Single Mother Headed Families",https://www.aeaweb.org/articles?id=10.1257/aer.98.5.2221,2008.0,3019
5515,D72 E62 H62 O47," We test whether good economic conditions and expansionary fiscal policy help incumbents get reelected in a large panel of democracies. We find no evidence that deficits help reelection in any group of countries independent of income level, level of democracy, or government or electoral system. In developed countries and old democracies, deficits in election years or over the term of office reduce reelection probabilities. Higher growth rates over the term raise reelection probabilities only in developing countries and new democracies. Low inflation is rewarded by voters only in developed countries. These effects are both statistically significant and quite substantial quantitatively.  (JEL D72, E62, H62, O47)","Brender, Adi Drazen, Allan",10.1257/aer.98.5.2203,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/aer.98.5.2203,2008/12,How Do Budget Deficits and Economic Growth Affect Reelection Prospects? Evidence from a Large Panel of Countries,https://www.aeaweb.org/articles?id=10.1257/aer.98.5.2203,2008.0,3020
5516,D72 D74," A classical theme in social analysis views economic class divisions as the main cause of social conflict. Yet many, if not most of the conflicts we observe today appear to be ethnic in nature. It appears that the ""vertical"" nature of class divisions is often dominated by the ""horizontal"" antagonisms across groups delineated by noneconomic markers. This paper highlights the perverse synergy of economic inequality within ethnic groups, and its role in the salience of ethnic conflict. In a model of group formation which allows both class and ethnic groupings to emerge, we show that ethnic, as opposed to class, conflict  may be focal, and precisely in the presence of economic inequality. (JEL D72, D74)","Esteban, Joan Ray, Debraj",10.1257/aer.98.5.2185,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/aer.98.5.2185,2008/12,On the Salience of Ethnic Conflict,https://www.aeaweb.org/articles?id=10.1257/aer.98.5.2185,2008.0,3021
5517,I21 I22," A serious difficulty in determining the importance of credit constraints in education arises because standard data sources do not provide a direct way of identifying which students are credit constrained. This paper differentiates itself from previous work by taking a direct approach, made possible by unique longitudinal data from the Berea Panel Study. The results from our study of Berea College students suggest that, while credit constraints likely play an important role in the drop-out decisions of some students, the large majority of attrition of students from low-income families should be primarily attributed to reasons other than credit constraints. (JEL I21, I22)","Stinebrickner, Ralph Stinebrickner, Todd",10.1257/aer.98.5.2163,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/aer.98.5.2163,2008/12,The Effect of Credit Constraints on the College Drop-Out Decision: A Direct Approach Using a New Panel Study,https://www.aeaweb.org/articles?id=10.1257/aer.98.5.2163,2008.0,3022
5518,D83," I develop a model of bilateral conversations in which players honestly exchange ideas with their competitors. The key to incentive compatibility is complementarity in the information structure: a player can generate a new insight only if he has access to his counterpart’s previous thoughts on a topic.  I then examine a social network in which A has a conversation with B, then B has a conversation with C, and so on.  Relatively underdeveloped ideas can travel long distances over the network. More valuable ideas, by contrast, tend to remain localized among small groups of agents.  (JEL D83)","Stein, Jeremy C.",10.1257/aer.98.5.2150,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/aer.98.5.2150,2008/12,Conversations among Competitors,https://www.aeaweb.org/articles?id=10.1257/aer.98.5.2150,2008.0,3023
5519,D11 D83 M31," Context can influence decisions. This malleability of choice is usually invoked
as evidence that people do not maximize stable preference orderings. In a market
equilibrium, however, context conveys payoff-relevant information to consumers.
Consequently, these consumers rationally violate naïve formulations
of standard choice theoretic principles. I identify informational asymmetries
under which apparently anomalous behaviors, namely the compromise effect
and choice overload, arise as market equilibria. Firms respond to consumers’
contextual inference; in case of the compromise effect, a firm may introduce
premium loss leaders (expensive goods of overly high quality that increase the
demand for other goods). (JEL D11, D83, M31)","Kamenica, Emir",10.1257/aer.98.5.2127,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/aer.98.5.2127,2008/12,Contextual Inference in Markets: On the Informational Content of Product Lines,https://www.aeaweb.org/articles?id=10.1257/aer.98.5.2127,2008.0,3024
5520,E12 E31 E52," Purely forward-looking versions of the New Keynesian Phillips curve (NKPC)
generate too little inflation persistence. Some authors add ad hoc backwardlooking
terms to address this shortcoming. We hypothesize that inflation persistence
results mainly from variation in the long-run trend component of
inflation, which we attribute to shifts in monetary policy. We derive a version of
the NKPC that incorporates a time-varying inflation trend and examine whether
it explains the dynamics of inflation. When drift in trend inflation is taken into
account, a purely forward-looking version of the model fits the data well, and
there is no need for backward-looking components. (JEL E12, E31, E52)","Cogley, Timothy Sbordone, Argia M.",10.1257/aer.98.5.2101,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/aer.98.5.2101,2008/12,"Trend Inflation, Indexation, and Inflation Persistence in the New Keynesian Phillips Curve",https://www.aeaweb.org/articles?id=10.1257/aer.98.5.2101,2008.0,3025
5521,D81 G11 G12," We study the asset pricing implications of Tversky and Kahneman's (1992)
cumulative prospect theory, with a particular focus on its probability weighting
component. Our main result, derived from a novel equilibrium with nonunique
global optima, is that, in contrast to the prediction of a standard expected utility
model, a security's own skewness can be priced: a positively skewed security
can be ""overpriced"" and can earn a negative average excess return. We argue
that our analysis offers a unifying way of thinking about a number of seemingly
unrelated financial phenomena. (JEL D81, G11, G12)","Barberis, Nicholas Huang, Ming",10.1257/aer.98.5.2066,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/aer.98.5.2066,2008/12,Stocks as Lotteries: The Implications of Probability Weighting for Security Prices,https://www.aeaweb.org/articles?id=10.1257/aer.98.5.2066,2008.0,3026
5522,F12 F13," We find that prior to World Trade Organization membership, countries set
import tariffs 9 percentage points higher on inelastically supplied imports
relative to those supplied elastically. The magnitude of this effect is similar to
the size of average tariffs in these countries, and market power explains more of
the tariff variation than a commonly used political economy variable. Moreover,
US trade restrictions not covered by the WTO are significantly higher on goods
where the United States has more market power. We find strong evidence that
these importers have market power and use it in setting noncooperative trade
policy. (JEL F12, F13)","Broda, Christian Limao, Nuno Weinstein, David E.",10.1257/aer.98.5.2032,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/aer.98.5.2032,2008/12,Optimal Tariffs and Market Power: The Evidence,https://www.aeaweb.org/articles?id=10.1257/aer.98.5.2032,2008.0,3027
5523,F12 F14 F31," International relative prices across industrialized countries show large and systematic
deviations from relative purchasing power parity. We embed a model of
imperfect competition and variable markups in a quantitative model of international
trade. We find that when our model is parameterized to match salient
features of the data on international trade and market structure in the United
States, it can reproduce deviations from relative purchasing power parity similar
to those observed in the data because firms choose to price-to-market. We
then examine how pricing-to-market depends on the presence of international
trade costs and various features of market structure. (JEL F12, F14, F31)","Atkeson, Andrew Burstein, Ariel",10.1257/aer.98.5.1998,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/aer.98.5.1998,2008/12,"Pricing-to-Market, Trade Costs, and International Relative Prices",https://www.aeaweb.org/articles?id=10.1257/aer.98.5.1998,2008.0,3028
5524,F11 L23 L24 M11," We propose a theory of the global production process that focuses on tradeable
tasks, and use it to study how falling costs of offshoring affect factor prices in
the source country. We identify a productivity effect of task trade that benefits
the factor whose tasks are more easily moved offshore. In the light of this effect,
reductions in the cost of trading tasks can generate shared gains for all domestic
factors, in contrast to the distributional conflict that typically results from
reductions in the cost of trading goods. (JEL F11, F16)","Grossman, Gene M. Rossi-Hansberg, Esteban",10.1257/aer.98.5.1978,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/aer.98.5.1978,2008/12,Trading Tasks: A Simple Theory of Offshoring,https://www.aeaweb.org/articles?id=10.1257/aer.98.5.1978,2008.0,3029
5525,G21 G32 L25," Large Japanese banks often engaged in sham loan restructurings that kept credit
flowing to otherwise insolvent borrowers (which we call zombies). We examine
the implications of suppressing the normal competitive process whereby the
zombies would shed workers and lose market share. The congestion created
by the zombies reduces the profits for healthy firms, which discourages their
entry and investment. We confirm that zombie-dominated industries exhibit
more depressed job creation and destruction, and lower productivity. We present
firm-level regressions showing that the increase in zombies depressed the
investment and employment growth of non-zombies and widened the productivity
gap between zombies and non-zombies. (JEL G21, G32, L25)","Caballero, Ricardo J. Hoshi, Takeo Kashyap, Anil K.",10.1257/aer.98.5.1943,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/aer.98.5.1943,2008/12,Zombie Lending and Depressed Restructuring in Japan,https://www.aeaweb.org/articles?id=10.1257/aer.98.5.1943,2008.0,3030
5526,D81 J64 J65," We study unemployment insurance for workers who sequentially sample job
opportunities. We focus on the optimal timing of benefits and the desirability
of allowing borrowing and saving. When workers have constant absolute risk
aversion, a simple policy is optimal: a constant benefit during unemployment,
a constant tax during employment, and free access to a riskless asset. With
constant relative risk aversion, optimal policy involves nearly constant benefits;
more elaborate policies offer minuscule welfare gains. We highlight two
distinct policy roles: ensuring workers have sufficient liquidity to smooth their
consumption; and providing unemployment subsidies to insure against uncertain
spell duration. (JEL J65)","Shimer, Robert Werning, Ivan",10.1257/aer.98.5.1922,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/aer.98.5.1922,2008/12,Liquidity and Insurance for the Unemployed,https://www.aeaweb.org/articles?id=10.1257/aer.98.5.1922,2008.0,3031
5527,D12 D31 D91 E21," This paper examines the link between income and consumption inequality. We
create panel data on consumption for the Panel Study of Income Dynamics using
an imputation procedure based on food demand estimates from the Consumer
Expenditure Survey. We document a disjuncture between income and consumption
inequality over the 1980s and show that it can be explained by changes in
the persistence of income shocks. We find some partial insurance of permanent
shocks, especially for the college educated and those near retirement. We
find full insurance of transitory shocks except among poor households. Taxes,
transfers, and family labor supply play an important role in insuring permanent
shocks. (JEL D12, D31, D91, E21)","Blundell, Richard Pistaferri, Luigi Preston, Ian",10.1257/aer.98.5.1887,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/aer.98.5.1887,2008/12,Consumption Inequality and Partial Insurance,https://www.aeaweb.org/articles?id=10.1257/aer.98.5.1887,2008.0,3032
5528,I28 I38 J13 J24," This paper presents findings from an experimental evaluation of Job Corps, the
nation’s largest training program for disadvantaged youths. The study uses survey
data collected over four years and tax data over nine years on a nationwide
sample of 15,400 treatments and controls. The Job Corps model has promise;
program participation increases educational attainment, reduces criminal
activity, and increases earnings for several postprogram years. Based on tax
data, however, the earnings gains were not sustained except for the oldest participants.
Nonetheless, Job Corps is the only federal training program that has
been shown to increase earnings for this population. (JEL I28, I38, J13, J24)","Schochet, Peter Z. Burghardt, John McConnell, Sheena",10.1257/aer.98.5.1864,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/aer.98.5.1864,2008/12,Does Job Corps Work? Impact Findings from the National Job Corps Study,https://www.aeaweb.org/articles?id=10.1257/aer.98.5.1864,2008.0,3033
