"","doi","author","title","citation","checked"
"3292","10.1257/aer.97.3.664","Krebs, Tom","Job Displacement Risk and the Cost of Business Cycles","33",1
"3293","10.1257/aer.97.3.636","Olivei, Giovanni Tenreyro, Silvana","The Timing of Monetary Policy Shocks","24",1
"3294","10.1257/aer.97.3.607","Davig, Troy Leeper, Eric M.","Generalizing the Taylor Principle","92",1
"3295","10.1257/aer.97.3.586","Smets, Frank Wouters, Rafael","Shocks and Frictions in US Business Cycles: A Bayesian DSGE Approach","834",1
"3296","10.1257/aer.97.3.562","Hsieh, Chang-Tai Klenow, Peter J.","Relative Prices and Relative Prosperity","78",1
"3297","10.1257/aer.97.3.543","Phelps, Edmund S.","Macroeconomics for a Modern Economy","25",1
"3298","10.1257/aer.97.2.587","","Search Committee for the Editor,","0",1
"3299","10.1257/aer.97.2.586","","Search Committee for the Editor,","0",1
"3300","10.1257/aer.97.2.585","","Search Committee for the Editor,","0",1
"3301","10.1257/aer.97.2.584","","Search Committee for the Editor,","0",1
"3302","10.1257/aer.97.2.583","","Representative to the International Economic Association","0",1
"3303","10.1257/aer.97.2.581","","Committee on Economic Statistics","0",1
"3304","10.1257/aer.97.2.573","","Committee on the Status of Minority Groups in the Economics Profession","0",1
"3305","10.1257/aer.97.2.566","","Committee on the Status of Women in the Economics Profession","3",1
"3306","10.1257/aer.97.2.563","","Committee on Economic Education","0",1
"3307","10.1257/aer.97.2.560","","Director,","0",1
"3308","10.1257/aer.97.2.542","","Editor,","0",1
"3309","10.1257/aer.97.2.558","","Editor,","0",1
"3310","10.1257/aer.97.2.538","","Treasurer","0",1
"3311","10.1257/aer.97.2.534","","Secretary","0",1
"3312","10.1257/aer.97.2.525","","Minutes of the Executive Committee Meetings","0",1
"3313","10.1257/aer.97.2.555","","Editor,","0",1
"3314","10.1257/aer.97.2.523","","Minutes of the Annual Meeting","0",1
"3315","10.1257/aer.97.2.521","","John Bates Clark Award","0",1
"3316","10.1257/aer.97.2.512","Athey, Susan Katz, Lawrence F. Krueger, Alan B. Levitt, Steven Poterba, James","What Does Performance in Graduate School Predict? Graduate Economics Education and Student Outcomes","7",1
"3317","10.1257/aer.97.2.506","Grove, Wayne A. Wu, Stephen","The Search for Economics Talent: Doctoral Completion and Research Productivity","14",1
"3318","10.1257/aer.97.2.501","Oyer, Paul","Is There An Insider Advantage in Getting Tenure?",NA,1
"3319","10.1257/aer.97.2.496","Robson, Arthur J. Samuelson, Larry","The Evolution of Intertemporal Preferences","12",1
"3320","10.1257/aer.97.2.492","Robson, Arthur J. Kaplan, Hillard S.","Why do We Die? Economics, Biology and Aging",NA,1
"3321","10.1257/aer.97.2.487","Rayo, Luis Becker, Gary S.","Habits, Peers, and Happiness: An Evolutionary Perspective","18",1
"3322","10.1257/aer.97.2.482","Bergstrom, Theodore C.","Some Evolutionary Economics of Family Partnerships","8",1
"3323","10.1257/aer.97.2.471","Gul, Faruk Pesendorfer, Wolfgang","Welfare without Happiness","18",1
"3324","10.1257/aer.97.2.477","Kőszegi, Botond Rabin, Matthew","Mistakes in Choice-Based Welfare Analysis","10",1
"3325","10.1257/aer.97.2.464","Bernheim, B. Douglas Rangel, Antonio","Toward Choice-Theoretic Foundations for Behavioral Welfare Economics","40",1
"3326","10.1257/aer.97.2.459","Bajari, Patrick Fox, Jeremy T. Ryan, Stephen P.","Linear Regression Estimation of Discrete Choice Models with Nonparametric Distributions of Random Coefficients","16",1
"3327","10.1257/aer.97.2.455","Chapman, James T. E. McAdams, David Paarsch, Harry J.","Bounding Revenue Comparisons across Multi-Unit Auction Formats under ε-Best Response",NA,1
"3328","10.1257/aer.97.2.449","Aguirregabiria, Victor Mira, Pedro Roman, Hernan","An Estimate Dynamic Model of Entry, Exit, and Growth in Oligopoly Retail Markets",NA,1
"3329","10.1257/aer.97.2.444","Perrigne, Isabelle Vuong, Quang","Identification and Estimation of Bidders' Risk Aversion in First-Price Auctions","2",1
"3330","10.1257/aer.97.2.438","Lichtenberg, Frank R.","The Impact of New Drugs on US Longevity and Medical Expenditure, 1990–2003: Evidence from Longitudinal, Disease-Level Data","24",1
"3331","10.1257/aer.97.2.433","Murphy, Kevin M. Topel, Robert H.","Social Value and the Speed of Innovation","2",1
"3332","10.1257/aer.97.2.427","Goldman, Dana Philipson, Tomas J.","Integrated Insurance Design in the Presence of Multiple Medical Technologies","23",1
"3333","10.1257/aer.97.2.417","Hotchkiss, Julie L. Pitts, M. Melinda","The Role of Labor Market Intermittency in Explaining Gender Wage Differentials","8",1
"3334","10.1257/aer.97.2.422","Hilmer, Christiana Hilmer, Michael","Women Helping Women, Men Helping Women? Same-Gender Mentoring, Initial Job Placements, and Early Career Publishing Success for Economics PhDs",NA,1
"3335","10.1257/aer.97.2.412","Amuedo-Dorantes, Catalina Bansak, Cynthia Raphael, Steven","Gender Differences in the Labor Market: Impact of IRCA","14",1
"3336","10.1257/aer.97.2.407","Reyes, Jessica Wolpaw","Reaching Equilibrium in the Market for Obstetricians and Gynecologists","0",1
"3337","10.1257/aer.97.2.402","Pabilonia, Sabrina Wulff Ward-Batts, Jennifer","The Effect of Child Gender on Parents' Labor Supply: An Examination of Natives, Immigrants, and their Children","2",1
"3338","10.1257/aer.97.2.398","Carroll, Anne Corman, Hope Noonan, Kelly Reichman, Nancy E.","Why Do Poor Children Lose Health Insurance in the SCHIP Era? The Role of Family Health",NA,1
"3339","10.1257/aer.97.2.393","Blankenau, William F. Simpson, Nicole B. Tomljanovich, Marc","Public Education Expenditures, Taxation, and Growth: Linking Data to Theory","32",1
"3340","10.1257/aer.97.2.388","Minier, Jenny","Nonlinearities and Robustness in Growth Regressions","14",1
"3341","10.1257/aer.97.2.383","Ong, Paul Mar, Don","Differential Impacts of Immigrants on Native Black and White Workers","1",1
"3342","10.1257/aer.97.2.378","Gelan, Abera Husbands Fealing, Kaye Peoples, James","Inward Foreign Direct Investment and Racial Employment Patterns in US Manufacturing","1",1
"3343","10.1257/aer.97.2.373","Reed, Deborah Danziger, Sheldon","The Effects of Recent Immigration on Racial/Ethnic Labor Market Differentials","5",1
"3344","10.1257/aer.97.2.368","Asiedu, Elizabeth Freeman, James A.","The Effect of Globalization on the Performance of Small- and Medium-Sized Enterprises in the United States: Does Owners' Race/Ethnicity Matter?",NA,1
"3345","10.1257/aer.97.2.362","Atkeson, Andrew Burstein, Ariel","Pricing-to-Market in a Ricardian Model of International Trade","10",1
"3346","10.1257/aer.97.2.356","Ghironi, Fabio Melitz, Marc J.","Trade Flow Dynamics with Heterogeneous Firms","15",1
"3347","10.1257/aer.97.2.351","Dekle, Robert Eaton, Jonathan Kortum, Samuel","Unbalanced Trade","0",1
"3348","10.1257/aer.97.2.346","Bacchetta, Philippe van Wincoop, Eric","Random Walk Expectations and the Forward Discount Puzzle","6",1
"3349","10.1257/aer.97.2.339","Alvarez, Fernando Atkeson, Andrew Kehoe, Patrick J.","If Exchange Rates are Random Walks, Then Almost Everything We Say About Monetary Policy is Wrong","5",1
"3350","10.1257/aer.97.2.333","Burnside, Craig Eichenbaum, Martin Rebelo, Sergio","The Returns to Currency Speculation in Emerging Markets","42",1
"3351","10.1257/aer.97.2.328","Easterly, William","Was Development Assistance a Mistake?",NA,1
"3352","10.1257/aer.97.2.322","Rajan, Raghuram Subramanian, Arvind","Does Aid Affect Governance?",NA,1
"3353","10.1257/aer.97.2.316","Bourguignon, François Sundberg, Mark","Aid Effectiveness – Opening the Black Box","61",1
"3354","10.1257/aer.97.2.311","Mattozzi, Andrea Merlo, Antonio","The Transparency of Politics and the Quality of Politicians","12",1
"3355","10.1257/aer.97.2.306","Levy, Gilat","Decision–Making Procedures for Committees of Careerist  Experts","7",1
"3356","10.1257/aer.97.2.295","Occhino, Filippo Oosterlinck, Kim White, Eugene N.","How Occupied France Financed Its Own Exploitation in World War II","5",1
"3357","10.1257/aer.97.2.290","Nason, James M. Vahey, Shaun P.","The McKenna Rule and UK World War I Finance","1",1
"3358","10.1257/aer.97.2.300","Gavazza, Alessandro Lizzeri, Alessandro","The Perils of Transparency in Bureaucracies","6",1
"3359","10.1257/aer.97.2.285","Silber, William L.","The Great Financial Crisis of 1914: What Can We Learn from Aldrich–Vreeland Emergency Currency?",NA,1
"3360","10.1257/aer.97.2.280","Grubb, Farley","The Net Worth of the US Federal Government, 1784-1802","1",1
"3361","10.1257/aer.97.2.276","Velde, François R.","John Law's System","0",1
"3362","10.1257/aer.97.2.271","Weiman, David F. James, John A.","The Political Economy of the US Monetary Union: The Civil War Era as a Watershed","1",1
"3363","10.1257/aer.97.2.266","Rousseau, Peter L.","Backing, the Quantity Theory, and the Transition to the US Dollar, 1723-1850","3",1
"3364","10.1257/aer.97.2.262","Quinn, Stephen Roberds, William","The Bank of Amsterdam and the Leap to Central Bank Money","7",1
"3365","10.1257/aer.97.2.256","Sundaresan, Suresh Wang, Neng","Investment under Uncertainty with Strategic Debt Service","22",1
"3366","10.1257/aer.97.2.250","Bloom, Nick","Uncertainty and the Dynamics of R&D","18",1
"3367","10.1257/aer.97.2.244","Abel, Andrew B. Eberly, Janice C. Panageas, Stavros","Optimal Inattention to the Stock Market","12",1
"3368","10.1257/aer.97.2.239","Uhlig, Harald","Explaining Asset Prices with External Habits and Wage Rigidities in a DSGE Model","24",1
"3369","10.1257/aer.97.2.232","Ravn, Morten O. Schmitt-Grohé, Stephanie Uribe, Martín","Pricing to Habits and the Law of One Price","7",1
"3370","10.1257/aer.97.2.221","Ashcraft, Adam B. Duffie, Darrell","Systemic Illiquidity in the Federal Funds Market","32",1
"3371","10.1257/aer.97.2.226","Dynan, Karen E. Ravina, Enrichetta","Increasing Income Inequality, External Habits, and Self-Reported Happiness","37",1
"3372","10.1257/aer.97.2.215","Mitchell, Mark Pedersen, Lasse Heje Pulvino, Todd","Slow Moving Capital","0",1
"3373","10.1257/aer.97.2.210","Hendershott, Terrence Seasholes, Mark S.","Market Maker Inventories and Stock Prices","27",1
"3374","10.1257/aer.97.2.198","Lagos, Ricardo Rocheteau, Guillaume","Search in Asset Markets: Market Structure, Liquidity, and Welfare","14",1
"3375","10.1257/aer.97.2.193","Gârleanu, Nicolae Pedersen, Lasse Heje","Liquidity and Risk Management","0",1
"3376","10.1257/aer.97.2.203","Duffie, Darrell Manso, Gustavo","Information Percolation in Large Markets","24",1
"3377","10.1257/aer.97.2.187","MacLeod, W. Bentley","Can Contract Theory Explain Social Preferences?",NA,1
"3378","10.1257/aer.97.2.182","Hart, Oliver Moore, John","Incomplete Contracts and Ownership: Some New thoughts","22",1
"3379","10.1257/aer.97.2.177","Fehr, Ernst Schmidt, Klaus M.","Adding a Stick to the Carrot? The Interaction of Bonuses and Fines",NA,1
"3380","10.1257/aer.97.2.170","Battigalli, Pierpaolo Dufwenberg, Martin","Guilt in Games","0",1
"3381","10.1257/aer.97.2.166","Eliaz, Kfir Schotter, Andrew","Experimental Testing of Intrinsic Preferences for NonInstrumental Information","11",1
"3382","10.1257/aer.97.2.159","Brunnermeier, Markus K. Gollier, Christian Parker, Jonathan A.","Optimal Beliefs, Asset Prices, and the Preference for Skewed Returns","57",1
"3383","10.1257/aer.97.2.153","Choi, Syngjoo Fisman, Raymond Gale, Douglas M. Kariv, Shachar","Revealing Preferences Graphically: An Old Method Gets a New Tool Kit","17",1
"3384","10.1257/aer.97.2.148","Caplin, Andrew Dean, Mark","The Neuroeconomic Theory of Learning","8",1
"3385","10.1257/aer.97.2.142","Glimcher, Paul William Kable, Joseph Louie, Kenway","Neuroeconomic Studies of Impulsivity: Now or Just as Soon as Possible?","42",1
"3386","10.1257/aer.97.2.137","Compte, Olivier Jehiel, Philippe","On Quitting Rights in Mechanism Design","2",1
"3387","10.1257/aer.97.2.131","Athey, Susan Segal, Ilya","Designing Efficient Mechanisms for Dynamic Bilateral Trading Games","9",1
"3388","10.1257/aer.97.2.125","Bergemann, Dirk Morris, Stephen","An Ascending Auction for Interdependent Values: Uniqueness and Robustness to Strategic Uncertainty","4",1
"3389","10.1257/aer.97.2.119","Autor, David H. Duggan, Mark G.","Distinguishing Income from Substitution Effects in Disability Insurance","24",1
"3390","10.1257/aer.97.2.113","Card, David Chetty, Raj Weber, Andrea","The Spike at Benefit Exhaustion: Leaving the Unemployment System or Starting a New Job?","53",1
"3391","10.1257/aer.97.2.108","Lalive, Rafael","Unemployment Benefits, Unemployment Duration, and Post-Unemployment Jobs: A Regression Discontinuity Approach","19",1
"3392","10.1257/aer.97.2.104","Black, Dan A. Galdo, Jose Smith, Jeffrey A.","Evaluating the Worker Profiling and Reemployment Services System Using a Regression Discontinuity Approach","9",1
"3393","10.1257/aer.97.2.99","Gale, Douglas M. Kariv, Shachar","Financial Networks","18",1
"3394","10.1257/aer.97.2.92","Jackson, Matthew O. Yariv, Leeat","Diffusion of Behavior and Equilibrium Properties in Network Games","49",1
"3395","10.1257/aer.97.2.86","Calvó-Armengol, Antoni de Martí, Joan","Communication Networks: Knowledge and Decisions","8",1
"3396","10.1257/aer.97.2.80","Allcott, Hunt Karlan, Dean Möbius, Markus M. Rosenblat, Tanya S. Szeidl, Adam","Community Size and Network Closure","15",1
"3397","10.1257/aer.97.2.75","Fafchamps, Marcel Gubert, Flore","Risk Sharing and Network Formation","12",1
"3398","10.1257/aer.97.2.70","Bramoullé, Yann Kranton, Rachel","Risk Sharing Across Communities","16",1
"3399","10.1257/aer.97.2.65","Bloch, Francis Genicot, Garance Ray, Debraj","Reciprocity in Groups and the Limits to Social Capital","4",1
"3400","10.1257/aer.97.2.60","Geweke, John","Bayesian Model Comparison and Validation","11",1
"3401","10.1257/aer.97.2.53","Fang, Hanming Keane, Michael Khwaja, Ahmed Salm, Martin Silverman, Dan","Testing the Mechanisms of Structural Models: The Case of the Mickey Mantle Effect","7",1
"3402","10.1257/aer.97.2.48","Wolpin, Kenneth I.","Ex Ante Policy Evaluation, Structural Estimation and Model Selection","7",1
"3403","10.1257/aer.97.2.31","Cunha, Flavio Heckman, James","The Technology of Skill Formation","391",1
"3404","10.1257/aer.97.2.1","Hansen, Lars Peter","Beliefs, Doubts and Learning: Valuing Macroeconomic Risk","61",1
"3405","10.1257/aer.97.2.ix","Sargent, Thomas J.","Foreword","0",1
"3406","10.1257/aer.97.2.viii","DeBlasi, Michelle Oaxaca, Ronald L.","Editors' Introduction","0",1
"3407","10.1257/aer.96.5.1918","Engelmann, Dirk Strobel, Martin","Inequality Aversion, Efficiency, and Maximin Preferences in Simple Distribution Experiments: Reply","14",1
"3408","10.1257/aer.96.5.1912","Fehr, Ernst Naef, Michael Schmidt, Klaus M.","Inequality Aversion, Efficiency, and Maximin Preferences in Simple Distribution Experiments: Comment","71",1
"3409","10.1257/aer.96.5.1906","Bolton, Gary E. Ockenfels, Axel","Inequality Aversion, Efficiency, and Maximin Preferences in Simple Distribution Experiments: Comment","35",1
"3410","10.1257/aer.96.5.1890","Boisjoly, Johanne Duncan, Greg J. Kremer, Michael Levy, Dan M. Eccles, Jacque","Empathy or Antipathy? The Impact of Diversity","53",1
"3411","10.1257/aer.96.5.1876","Ramey, Valerie A. Vine, Daniel J.","Declining Volatility in the U.S. Automobile Industry","29",1
"3412","10.1257/aer.96.5.1859","Griffith, Rachel Harrison, Rupert Van Reenen, John","How Special Is the Special Relationship? Using the Impact of U.S. R&D Spillovers on U.K. Firms as a Test of Technology Sourcing","73",1
"3413","10.1257/aer.96.5.1850","Chen, Kaiji İmrohoroğlu, Ayşe İmrohoroğlu, Selahattin","The Japanese Saving Rate","35",1
"3414","10.1257/aer.96.5.1835","House, Christopher L. Shapiro, Matthew D.","Phased-In Tax Cuts and Economic Activity","29",1
"3415","10.1257/aer.96.5.1821","Chetty, Raj","A New Method of Estimating Risk Aversion","103",1
"3416","10.1257/aer.96.5.1802","Wolfers, Justin","Did Unilateral Divorce Laws Raise Divorce Rates? A Reconciliation and New Results","161",1
"3417","10.1257/aer.96.5.1788","Manacorda, Marco","Child Labor and the Labor Supply of Other Household Members: Evidence from 1920 America","15",1
"3418","10.1257/aer.96.5.1769","Hellwig, Christian Mukherji, Arijit Tsyvinski, Aleh","Self-Fulfilling Currency Crises: The Role of Interest Rates","37",1
"3419","10.1257/aer.96.5.1737","Costa-Gomes, Miguel A. Crawford, Vincent P.","Cognition and Behavior in Two-Person Guessing Games: An Experimental Study","147",1
"3420","10.1257/aer.96.5.1720","Angeletos, George-Marios Werning, Iván","Crises and Prices: Information Aggregation, Multiplicity, and Volatility","71",1
"3421","10.1257/aer.96.5.1706","Dudine, Paolo Hendel, Igal Lizzeri, Alessandro","Storable Good Monopoly: The Role of Commitment","21",1
"3422","10.1257/aer.96.5.1679","von Wachter, Till Bender, Stefan","In the Right Place at the Wrong Time: The Role of Firms and Luck in Young Workers' Careers","43",1
"3423","10.1257/aer.96.5.1652","Bénabou, Roland Tirole, Jean","Incentives and Prosocial Behavior","559",1
"3424","10.1257/aer.96.5.1631","Martin, Philippe Rey, Hélène","Globalization and Emerging Markets: With or Without Crash?","39",1
"3425","10.1257/aer.96.5.1611","Falk, Armin Kosfeld, Michael","The Hidden Costs of Control","214",1
"3426","10.1257/aer.96.5.1589","Johnson, David S. Parker, Jonathan A. Souleles, Nicholas S.","Household Expenditure and the Income Tax Rebates of 2001","124",1
"3427","10.1257/aer.96.5.1559","Pérez-González, Francisco","Inherited Control and Firm Performance","240",1
"3428","10.1257/aer.96.5.1515","Feinberg, Susan E. Keane, Michael P.","Accounting for the Growth of MNC-Based Trade Using a Structural Model of U.S. MNCs","37",1
"3429","10.1257/aer.96.5.1477","Chaudhuri, Shubham Goldberg, Pinelopi K. Gia, Panle","Estimating the Effects of Global Patent Protection in Pharmaceuticals: A Case Study of Quinolones in India","58",1
"3430","10.1257/aer.96.5.1449","Fudenberg, Drew Levine, David K.","A Dual-Self Model of Impulse Control","232",1
"3431","10.1257/aer.96.5.1418","Basu, Susanto Fernald, John G. Kimball, Miles S.","Are Technology Improvements Contractionary?","163",1
"3432","10.1257/aer.96.5.1384","Todd, Petra E. Wolpin, Kenneth I.","Assessing the Impact of a School Subsidy Program in Mexico: Using a Social Experiment to Validate a Dynamic Behavioral Model of Child Schooling and Fertility","112",1
"3433","10.1257/aer.96.5.1373","Kydland, Finn E.","Quantitative Aggregate Economics","8",1
"3434","10.1257/aer.97.1.530","Lubik, Thomas A. Schorfheide, Frank","Testing for Indeterminacy: An Application to U.S. Monetary Policy: Reply","7",1
"3435","10.1257/aer.97.1.524","Beyer, Andreas Farmer, Roger E. A.","Testing for Indeterminacy: An Application to U.S. Monetary Policy: Comment","18",1
"3436","10.1257/aer.97.1.517","Hsu, Shih-Hsun Huang, Chen-Ying Tang, Cheng-Tao","Minimax Play at Wimbledon: Comment","13",1
"3437","10.1257/aer.97.1.503","Matsuyama, Kiminori","Credit Traps and Credit Cycles","55",1
"3438","10.1257/aer.97.1.491","Gahvari, Firouz Mattos, Enlinson","Conditional Cash Transfers, Public Provision of Private Goods, and Income Redistribution","16",1
"3439","10.1257/aer.97.1.474","Jeanne, Olivier Svensson, Lars E. O.","Credible Commitment to Optimal Escape from a Liquidity Trap: The Role of the Balance Sheet of an Independent Central Bank","17",1
"3440","10.1257/aer.97.1.461","Kapteyn, Arie Smith, James P. van Soest, Arthur","Vignettes and Self-Reports of Work Disability in the United States and the Netherlands","116",1
"3441","10.1257/aer.97.1.444","Lochner, Lance","Individual Perceptions of the Criminal Justice System","89",1
"3442","10.1257/aer.97.1.429","Ngai, L. Rachel Pissarides, Christopher A.","Structural Change in a Multisector Model of Growth","107",1
"3443","10.1257/aer.97.1.419","Chu, Leon Yang Sappington, David E. M.","Simple Cost-Sharing Contracts","16",1
"3444","10.1257/aer.97.1.402","Livshits, Igor MacGee, James Tertilt, Michèle","Consumer Bankruptcy: A Fresh Start","71",1
"3445","10.1257/aer.97.1.386","Dichev, Ilia D.","What Are Stock Investors’ Actual Historical Returns? Evidence from Dollar-Weighted Returns","22",1
"3446","10.1257/aer.97.1.354","Deschênes, Olivier Greenstone, Michael","The Economic Impacts of Climate Change: Evidence from Agricultural Output and Random Fluctuations in Weather","197",1
"3447","10.1257/aer.97.1.318","McCrary, Justin","The Effect of Court-Ordered Hiring Quotas on the Composition and Quality of Police","23",1
"3448","10.1257/aer.97.1.298","Fehr, Ernst Goette, Lorenz","Do Workers Work More if Wages Are High? Evidence from a Randomized Field Experiment","111",1
"3449","10.1257/aer.97.1.277","Butler, David J. Loomes, Graham C.","Imprecision as an Account of the Preference Reversal Phenomenon","38",1
"3450","10.1257/aer.97.1.242","Edelman, Benjamin Ostrovsky, Michael Schwarz, Michael","Internet Advertising and the Generalized Second-Price Auction: Selling Billions of Dollars Worth of Keywords","339",1
"3451","10.1257/aer.97.1.180","Prendergast, Canice","The Motivation and Bias of Bureaucrats","102",1
"3452","10.1257/aer.97.1.222","Sutton, John","Market Share Dynamics and the ""Persistence of Leadership"" Debate","27",1
"3453","10.1257/aer.97.1.260","McAdams, David Schwarz, Michael","Credible Sales Mechanisms and Intermediaries","11",1
"3454","10.1257/aer.97.1.197","Duranton, Gilles","Urban Evolutions: The Fast, the Slow, and the Still","95",1
"3455","10.1257/aer.97.1.150","Levy, Gilat","Decision Making in Committees: Transparency, Reputation, and Voting Rules","40",1
"3456","10.1257/aer.97.1.118","Battaglini, Marco Coate, Stephen","Inefficiency in Legislative Policymaking: A Dynamic Analysis","62",1
"3457","10.1257/aer.97.1.169","Alesina, Alberto Tabellini, Guido","Bureaucrats or Politicians? Part I: A Single Policy Task","95",1
"3458","10.1257/aer.97.1.89","Lustig, Hanno Verdelhan, Adrien","The Cross Section of Foreign Currency Risk Premia and Consumption Growth Risk","110",1
"3459","10.1257/aer.97.1.64","Atkeson, Andrew Kehoe, Patrick J.","Modeling the Transition to a New Economy: Lessons from Two Technological Revolutions","31",1
"3460","10.1257/aer.97.1.37","Moscarini, Giuseppe","Competence Implies Credibility","9",1
"3461","10.1257/aer.96.4.1361","Driffill, John Rotondi, Zeno","Credibility of Optimal Monetary Delegation: Comment","2",1
"3462","10.1257/aer.96.4.1355","Che, Yeon-Koo Gale, Ian L.","Caps on Political Lobbying: Reply","10",1
"3463","10.1257/aer.96.4.1351","Kaplan, Todd R. Wettstein, David","Caps on Political Lobbying: Comment","18",1
"3464","10.1257/aer.97.1.5","Akerlof, George A.","The Missing Motivation in Macroeconomics","110",1
"3465","10.1257/aer.96.4.1333","Rothstein, Jesse M.","Good Principals or Good Peers? Parental Valuation of School Characteristics, Tiebout Equilibrium, and the Incentive Effects of Competition among Jurisdictions","53",1
"3466","10.1257/aer.96.4.1321","Eliaz, Kfir Ray, Debraj Razin, Ronny","Choice Shifts in Groups: A Decision-Theoretic Basis","15",1
"3467","10.1257/aer.96.4.1308","Haider, Steven Solon, Gary","Life-Cycle Variation in the Association between Current and Lifetime Earnings","163",1
"3468","10.1257/aer.96.4.1293","Beaudry, Paul Portier, Franck","Stock Prices, News, and Economic Fluctuations","151",1
"3469","10.1257/aer.96.4.1283","Donald, Stephen G. Hamermesh, Daniel S.","What is Discrimination? Gender in the American Economic Association, 1935-2004","5",1
"3470","10.1257/aer.96.4.1271","Feddersen, Timothy Sandroni, Alvaro","A Theory of Participation in Elections","89",1
"3471","10.1257/aer.96.4.1159","Caballero, Ricardo J. Farhi, Emmanuel Hammour, Mohamad L.","Speculative Growth: Hints from the U.S. Economy","26",1
"3472","10.1257/aer.96.4.1253","Busse, Meghan Silva-Risso, Jorge Zettelmeyer, Florian","$1,000 Cash Back: The Pass-Through of Auto Manufacturer Promotions","71",1
"3473","10.1257/aer.96.4.1193","Sargent, Thomas Williams, Noah Zha, Tao","Shocks and Government Beliefs: The Rise and Fall of American Inflation","73",1
"3474","10.1257/aer.96.4.1225","Munshi, Kaivan Rosenzweig, Mark","Traditional Institutions Meet the Modern World: Caste, Gender, and Schooling Choice in a Globalizing Economy","111",1
"3475","10.1257/aer.96.4.1137","Maggi, Giovanni Morelli, Massimo","Self-Enforcing Voting in International Organizations","27",1
"3476","10.1257/aer.96.4.1091","Lerner, Josh Tirole, Jean","A Model of Forum Shopping","47",1
"3477","10.1257/aer.96.4.1114","Mandler, Michael","Cardinality versus Ordinality: A Suggested Compromise","8",1
"3478","10.1257/aer.96.4.1069","Barberis, Nicholas Huang, Ming Thaler, Richard H.","Individual Preferences, Monetary Gambles, and Stock Market Participation: A Case for Narrow Framing","96",1
"3479","10.1257/aer.96.4.1043","Gabaix, Xavier Laibson, David Moloche, Guillermo Weinberg, Stephen","Costly Information Acquisition: Experimental Analysis of a Boundedly Rational Model","106",1
"3480","10.1257/aer.96.4.1029","Bereby-Meyer, Yoella Roth, Alvin E.","The Speed of Learning in Noisy Games: Partial Reinforcement and the Sustainability of Cooperation","53",1
"3481","10.1257/aer.96.4.1013","Adda, Jérôme Cornaglia, Francesca","Taxes, Cigarette Consumption, and Smoking Intensity","63",1
"3482","10.1257/aer.96.4.988","Bitler, Marianne P. Gelbach, Jonah B. Hoynes, Hilary W.","What Mean Impacts Miss: Distributional Effects of Welfare Reform Experiments","83",1
"3483","10.1257/aer.96.4.959","Fortin, Nicole M.","Higher-Education Policies and the College Wage Premium: Cross-State Evidence from the 1990s","17",1
"3484","10.1257/aer.96.4.938","Finkelstein, Amy McGarry, Kathleen","Multiple Dimensions of Private Information: Evidence from the Long-Term Care Insurance Market","159",1
"3485","10.1257/aer.96.4.929","Schelling, Thomas C.","An Astonishing Sixty Years: The Legacy of Hiroshima","14",1
"3486","10.1257/000282806777212422","","Past Officers","0",1
"3487","10.1257/000282806777211649","","Certificate of Incorporation and Bylaws",NA,1
"3488","10.1257/000282806777212558","","General Information on the Association",NA,1
"3489","10.1257/000282806777212107","Scott, Charles E. Siegfried, John J.","American Economic Association Universal Academic Questionnaire Summary Statistics",NA,1
"3490","10.1257/000282806777211702","Blau, Francine D.","Report of the Committee on the Status of Women in the Economics Profession","3",1
"3491","10.1257/000282806777212189","Walstad, William","Report of the Committee on Economic Education","0",1
"3492","10.1257/000282806777211603","Siegfried, John J.","Report of the Director, Job Openings for Economists","0",1
"3493","10.1257/000282806777211784","Shleifer, Andrei","Editor, Journal of Economic Perspectives","0",1
"3494","10.1257/000282806777211801","Gordon, Roger","Editor, Journal of Economic Literature","1",1
"3495","10.1257/000282806777212305","","Editor, American Economic Review","2",1
"3496","10.1257/000282806777211739","Siegfried, John J.","Report of the Secretary for 2005",NA,1
"3497","10.1257/000282806777211810","Siegfried, John J.","Report of the Treasurer","0",1
"3498","10.1257/000282806777212134","Stock, Wendy A. Siegfried, John J.","Time-to-Degree for the Economics Ph.D. Class of 2001-2002","15",1
"3499","10.1257/000282806777212233","Siegfried, John J.","Minutes of the Executive Committee Meetings","0",1
"3500","10.1257/000282806777212044","Stock, Wendy A. Finegan, T. Aldrich Siegfried, John J.","Attrition in Economics Ph.D. Programs","14",1
"3501","10.1257/000282806777211711","Siegfried, John J.","Minutes of the Annual Meeting","0",1
"3502","10.1257/000282806777212224","Grove, Wayne A. Wasserman, Tim","Incentives and Student Learning: A Natural Experiment with Economics Problem Sets","13",1
"3503","10.1257/000282806777212215","Ball, Sheryl B. Eckel, Catherine Rojas, Christian","Technology Improves Learning in Large Principles of Economics Classes: Using Our WITS","17",1
"3504","10.1257/000282806777211612","Finegan, T. Aldrich Stock, Wendy A. Siegfried, John J.","Matriculation in U.S. Economics Ph.D. Programs: How Many Accepted Americans Do Not Enroll?","4",1
"3505","10.1257/000282806777212486","Pozo, Susan Stull, Charles A.","Requiring a Math Skills Unit: Results of a Randomized Experiment","8",1
"3506","10.1257/000282806777211991","Eichengreen, Barry","The Parallel-Currency Approach to Asian Monetary Integration","19",1
"3507","10.1257/000282806777212459","McKinnon, Ronald","China's Exchange Rate Trap: Japan Redux?","19",1
