,abstract,author,doi,journal,pdf_url,publication_date,title,url,year,index
764,"<p>Players in a game are “in equilibrium” if they are rational, and accurately predict other players' strategies. In many experiments, however, players are not in equilibrium. An alternative is “cognitive hierarchy” (CH) theory, where each player assumes that his strategy is the most sophisticated. The CH model has inductively defined strategic categories: step 0 players randomize; and step <em>k</em> thinkers best-respond, assuming that other players are distributed over step 0 through step <em>k</em> - 1. This model fits empirical data, and explains why equilibrium theory predicts behavior well in some games and poorly in others. An average of 1.5 steps fits data from many games.</p>","Camerer, Colin F. Ho, Teck-Hua Chong, Juin-Kuan",10.1162/0033553041502225,The Quarterly Journal of Economics,https://academic.oup.com/qje/article-pdf/119/3/861/5461769/119-3-861.pdf,2004/08/01,A Cognitive Hierarchy Model of Games,https://academic.oup.com/qje/article/119/3/861/1938841/A-Cognitive-Hierarchy-Model-of-Games,2004,312
765,"<p>In the 1960s Blacks and Whites chose relatively similar first names for their children. Over a short period of time in the early 1970s, that pattern changed dramatically with most Blacks (particularly those living in racially isolated neighborhoods) adopting increasingly distinctive names, but a subset of Blacks actually moving toward more assimilating names. The patterns in the data appear most consistent with a model in which the rise of the Black Power movement influenced how Blacks perceived their identities. Among Blacks born in the last two decades, names provide a strong signal of socioeconomic status, which was not previously the case. We find, however, no negative relationship between having a distinctively Black name and later life outcomes after controlling for a child's circumstances at birth.</p>","Fryer, Roland G. Levitt, Steven D.",10.1162/0033553041502180,The Quarterly Journal of Economics,https://academic.oup.com/qje/article-pdf/119/3/767/5461743/119-3-767.pdf,2004/08/01,The Causes and Consequences of Distinctively Black Names,https://academic.oup.com/qje/article/119/3/767/1938830/The-Causes-and-Consequences-of-Distinctively-Black,2004,313
772,"<p>I examine the “fiscal theory of the price level” according to which “non-Ricardian” policy and predetermined nominal government debt fiscally determine prices. I argue that the non-Ricardian policy assumption and, by implication, fiscal price level determination are inconsistent with an equilibrium in which all asset holdings reflect optimal household choices. In such an equilibrium, policy must be Ricardian even if, in some states of nature, the government defaults or commits to an arbitrary real primary surplus sequence.</p> <p>I propose an alternative to the fiscal theory of the price level, based on nominal flows instead of nominal stocks. While this alternative framework establishes a consistent link between fiscal policy and the price level, it does not introduce inflationary fiscal effects beyond those suggested by Sargent and Wallace.</p>","Niepelt, Dirk",10.1162/003355304772839597,The Quarterly Journal of Economics,https://academic.oup.com/qje/article-pdf/119/1/277/5304591/119-1-277.pdf,2004/02/01,The Fiscal Myth of the Price Level,https://academic.oup.com/qje/article/119/1/277/1876072/The-Fiscal-Myth-of-the-Price-Level,2004,314
774,"<p>Most papers that employ Differences-in-Differences estimation (DD) use many years of data and focus on serially correlated outcomes but ignore that the resulting standard errors are inconsistent. To illustrate the severity of this issue, we randomly generate placebo laws in state-level data on female wages from the Current Population Survey. For each law, we use OLS to compute the DD estimate of its “effect” as well as the standard error of this estimate. These conventional DD standard errors severely understate the standard deviation of the estimators: we find an “effect” significant at the 5 percent level for up to 45 percent of the placebo interventions. We use Monte Carlo simulations to investigate how well existing methods help solve this problem. Econometric corrections that place a specific parametric form on the time-series process do not perform well. Bootstrap (taking into account the autocorrelation of the data) works well when the number of states is large enough. Two corrections based on asymptotic approximation of the variance-covariance matrix work well for moderate numbers of states and one correction that collapses the time series information into a “pre”- and “post”-period and explicitly takes into account the effective sample size works well even for small numbers of states.</p>","Bertrand, Marianne Duflo, Esther Mullainathan, Sendhil",10.1162/003355304772839588,The Quarterly Journal of Economics,https://academic.oup.com/qje/article-pdf/119/1/249/5304584/119-1-249.pdf,2004/02/01,How Much Should We Trust Differences-In-Differences Estimates?,https://academic.oup.com/qje/article/119/1/249/1876068/How-Much-Should-We-Trust-Differences-In,2004,315
775,"<p>I analyze a sequential bargaining model in which players are optimistic about their bargaining power (measured as the probability of making offers), but learn as they play the game. I show that there exists a uniquely predetermined settlement date, such that in equilibrium the players always reach an agreement at that date, but never reach one before it. Given any discount rate, if the learning is sufficiently slow, the players agree immediately. I show that, for any speed of learning, the agreement is delayed arbitrarily long, provided that the players are sufficiently patient. Therefore, although excessive optimism alone cannot cause delay, it can cause long delays if the players are expected to learn.</p>","Yildiz, Muhamet",10.1162/003355304772839579,The Quarterly Journal of Economics,https://academic.oup.com/qje/article-pdf/119/1/223/5304574/119-1-223.pdf,2004/02/01,Waiting to Persuade,https://academic.oup.com/qje/article/119/1/223/1876062/Waiting-to-Persuade,2004,316
776,"<p>If informed voters receive favorable policies, then the invention of a new mass medium may affect government policies since it affects who is informed and who is not. These ideas are developed in a voting model. The model forms the basis for an empirical investigation of a major New Deal relief program implemented in the middle of the expansion period of radio. The main empirical finding is that U. S. counties with many radio listeners received more relief funds. More funds were allocated to poor counties with high unemployment, but controlling for these and other variables, the effects of radio are large and highly significant.</p>","Strömberg, David",10.1162/003355304772839560,The Quarterly Journal of Economics,https://academic.oup.com/qje/article-pdf/119/1/189/5304566/119-1-189.pdf,2004/02/01,Radio's Impact on Public Spending,https://academic.oup.com/qje/article/119/1/189/1876059/Radio-s-Impact-on-Public-Spending,2004,317
777,"<p>In this paper we look at the case for bundHng in an oHgopohstic environment. We show that bundhng is a particularly effective entry-deterrent strategy. A company that has market power in two goods, <em>A</em> and <em>B</em>, can, by bundling them together, make it harder for a rival with only one of these goods to enter the market. Bundling allows an incumbent to credibly defend both products without having to price low in each. The traditional explanation for bundling that economists have given is that it serves as an effective tool of price discrimination by a monopolist. Although price discrimination provides a reason to bundle, the gains are small compared with the gains from the entry-deterrent effect.</p>","Nalebuff, Barry",10.1162/003355304772839551,The Quarterly Journal of Economics,https://academic.oup.com/qje/article-pdf/119/1/159/5304556/119-1-159.pdf,2004/02/01,Bundling as an Entry Barrier,https://academic.oup.com/qje/article/119/1/159/1876057/Bundling-as-an-Entry-Barrier,2004,318
779,"<p>We model a run on a financial market, in which each risk-neutral investor fears having to liquidate shares <em>after</em> a run, but <em>before</em> prices can recover back to fundamental values. To avoid having to possibly liquidate shares at the <em>marginal</em> postrun price—in which case the risk-averse market-making sector will already hold a lot of share inventory and thus be more reluctant to absorb additional shares—each investor may prefer selling today at the <em>average</em> in-run price, thereby causing the run itself. Liquidity runs and crises are not caused by liquidity shocks per se, but by the <em>fear of future</em> liquidity shocks.</p>","Bernardo, Antonio E. Welch, Ivo",10.1162/003355304772839542,The Quarterly Journal of Economics,https://academic.oup.com/qje/article-pdf/119/1/135/5304534/119-1-135.pdf,2004/02/01,Liquidity and Financial Market Runs,https://academic.oup.com/qje/article/119/1/135/1876048/Liquidity-and-Financial-Market-Runs,2004,319
780,"<p>This paper investigates whether the industrial relations climate in Indian states has affected the pattern of manufacturing growth in the period 1958–1992. We show that states which amended the Industrial Disputes Act in a pro-worker direction experienced lowered output, employment, investment, and productivity in registered or formal manufacturing. In contrast, output in unregistered or informal manufacturing increased. Regulating in a pro-worker direction was also associated with increases in urban poverty. This suggests that attempts to redress the balance of power between capital and labor can end up hurting the poor.</p>","Besley, Timothy Burgess, Robin",10.1162/003355304772839533,The Quarterly Journal of Economics,https://academic.oup.com/qje/article-pdf/119/1/91/5304619/119-1-91.pdf,2004/02/01,Can Labor Regulation Hinder Economic Performance? Evidence from India,https://academic.oup.com/qje/article/119/1/91/1876083/Can-Labor-Regulation-Hinder-Economic-Performance,2004,320
781,"<p>Empirical studies have provided evidence that discrimination exists in various markets, but they rarely allow the analyst to draw conclusions concerning the nature of discrimination. By combining data from bilateral negotiations in the Sportscard market with complementary field experiments, this study provides a framework that amends this shortcoming. The experimental design, which includes data gathered from more than 1100 market participants, provides sharp findings: (i) there is a strong tendency for minorities to receive initial and final offers that are inferior to those received by majorities, and (ii) overall, the data indicate that the observed discrimination is not due to animus, but represents statistical discrimination.</p>","List, John A.",10.1162/003355304772839524,The Quarterly Journal of Economics,https://academic.oup.com/qje/article-pdf/119/1/49/5304612/119-1-49.pdf,2004/02/01,The Nature and Extent of Discrimination in the Marketplace: Evidence from the Field,https://academic.oup.com/qje/article/119/1/49/1876078/The-Nature-and-Extent-of-Discrimination-in-the,2004,321
782,"<p>We develop a novel system of reclassifying historical exchange rate regimes. One key difference between our study and previous classifications is that we employ monthly data on market-determined parallel exchange rates going back to 1946 for 153 countries. Our approach differs from the IMF official classification (which we show to be only a little better than random); it also differs radically from all previous attempts at historical reclassification. Our classification points to a rethinking of economic performance under alternative exchange rate regimes. Indeed, the breakup of Bretton Woods had less impact on exchange rate regimes than is popularly believed.</p>","Reinhart, Carmen M. Rogoff, Kenneth S.",10.1162/003355304772839515,The Quarterly Journal of Economics,https://academic.oup.com/qje/article-pdf/119/1/1/5304523/119-1-1.pdf,2004/02/01,The Modern History of Exchange Rate Arrangements: A Reinterpretation,https://academic.oup.com/qje/article/119/1/1/1876042/The-Modern-History-of-Exchange-Rate-Arrangements-A,2004,322
783,"<p>According to official statistics, 20 percent of Uganda's total public expenditure was spent on education in the mid-1990s, most of it on primary education. One of the large public programs was a capitation grant to cover schools' nonwage expenditures. Using panel data from a unique survey of primary schools, we assess the extent to which the grant actually reached the intended end-user (schools). The survey data reveal that during 1991–1995, the schools, on average, received only 13 percent of the grants. Most schools received nothing. The bulk of the school grant was captured by local officials (and politicians). The data also reveal considerable variation in grants received across schools, suggesting that rather than being passive recipients of flows from the government, schools use their bargaining power to secure greater shares of funding. We find that schools in better-off communities managed to claim a higher share of their entitlements. As a result, actual education spending, in contrast to budget allocations, is regressive. Similar surveys in other African countries confirm that Uganda is not a special case.</p>","Reinikka, Ritva Svensson, Jakob",10.1162/0033553041382120,The Quarterly Journal of Economics,https://academic.oup.com/qje/article-pdf/119/2/679/5351729/119-2-679.pdf,2004/05/01,Local Capture: Evidence from a Central Government Transfer Program in Uganda,https://academic.oup.com/qje/article/119/2/679/1894528/Local-Capture-Evidence-from-a-Central-Government,2004,323
785,"<p>This paper exploits product-level U. S. import data to test trade theory. Although the United States increasingly sources the same products from both high- and low-wage countries, unit values within products vary systematically with exporter relative factor endowments and exporter production techniques. These facts reject factor-proportions specialization <em>across</em> products but are consistent with such specialization <em>within</em> products. The data are inconsistent with new trade theory models predicting an inverse relationship between price and producer productivity. The existence of within-product specialization is an important consideration for understanding the impact of globalization on firms and workers, the evolution of total factor productivity, and the likelihood of long-run income convergence.</p>","Schott, Peter K.",10.1162/0033553041382201,The Quarterly Journal of Economics,https://academic.oup.com/qje/article-pdf/119/2/647/5351725/119-2-647.pdf,2004/05/01,Across-Product Versus Within-Product Specialization in International Trade,https://academic.oup.com/qje/article/119/2/647/1894523/Across-Product-Versus-Within-Product,2004,324
786,"<p>A fundamental aspect of institutional design is how much society chooses to delegate unchecked power to its leaders. If, once elected, a leader cannot be restrained, society runs the risk of a tyranny of the majority, if not the tyranny of a dictator. If a leader faces too many ex post checks and balances, legislative action is too often blocked. As our critical constitutional choice, we focus upon the size of the minority needed to block legislation, or conversely the size of the (super)majority needed to govern. We analyze both “optimal” constitutional design and “positive” aspects of this process. We derive several empirical implications which we then discuss.</p>","Aghion, Philippe Alesina, Alberto Trebbi, Francesco",10.1162/0033553041382148,The Quarterly Journal of Economics,https://academic.oup.com/qje/article-pdf/119/2/565/5351713/119-2-565.pdf,2004/05/01,Endogenous Political Institutions,https://academic.oup.com/qje/article/119/2/565/1894517/Endogenous-Political-Institutions,2004,325
787,"<p>Public policies designed to increase utilization of existing technologies may also affect incentives to develop new technologies. This paper investigates this phenomenon by examining policies designed to increase usage of preexisting vaccines. I find that these policies were associated with a 2.5-fold increase in clinical trials for new vaccines. For several diseases, the induced innovation is socially wasteful, though small in magnitude. In one case, however, the “dynamic” social welfare benefits from induced innovation exceed the policies' “static” benefits from increasing vaccination with existing technology. These findings underscore the importance of including technological progress in economic analysis of public policy.</p>","Finkelstein, Amy",10.1162/0033553041382166,The Quarterly Journal of Economics,https://academic.oup.com/qje/article-pdf/119/2/527/5351705/119-2-527.pdf,2004/05/01,Static and Dynamic Effects of Health Policy: Evidence from the Vaccine Industry,https://academic.oup.com/qje/article/119/2/527/1894514/Static-and-Dynamic-Effects-of-Health-Policy,2004,326
788,"<p>In May 1991 fifteen thousand Ethiopian Jews were brought to Israel in an overnight airlift and sorted in a haphazard and essentially random fashion to absorption centers across the country. This quasi-random assignment produced a natural experiment whereby the initial schooling environment of Ethiopian children can be considered exogenous to their family background and parental decisions. We examine the extent to which the initial elementary school environment affected the high school outcomes of Ethiopian children, using administrative panel data on the educational career of each child in Israel through much of the 1990s. The results show that the early schooling environment has an important effect on high school dropout rates, repetition rates, and the passing rate on matriculation exams necessary to enter college. The results are robust to using alternative measures of the schooling environment and to the inclusion of community fixed effects, which suggests that aspects of the elementary school itself are important for high school success.</p>","Gould, Eric D. Lavy, Victor Paserman, M. Daniele",10.1162/0033553041382193,The Quarterly Journal of Economics,https://academic.oup.com/qje/article-pdf/119/2/489/5351700/119-2-489.pdf,2004/05/01,Immigrating to Opportunity: Estimating the Effect of School Quality Using a Natural Experiment on Ethiopians in Israel,https://academic.oup.com/qje/article/119/2/489/1894511/Immigrating-to-Opportunity-Estimating-the-Effect,2004,327
789,"<p>Most transplanted kidneys are from cadavers, but there are also many transplants from live donors. Recently, there have started to be kidney <em>exchanges</em> involving two donor-patient pairs such that each donor cannot give a kidney to the intended recipient because of immunological incompatibility, but each patient can receive a kidney from the other donor. Exchanges are also made in which a donor-patient pair makes a donation to someone waiting for a cadaver kidney, in return for the patient in the pair receiving high priority for a compatible cadaver kidney when one becomes available. There are stringent legal/ethical constraints on how exchanges can be conducted. We explore how larger scale exchanges of these kinds can be arranged efficiently and incentive compatibly, within existing constraints. The problem resembles some of the “housing” problems studied in the mechanism design literature for indivisible goods, with the novel feature that while live donor kidneys can be assigned simultaneously, cadaver kidneys cannot. In addition to studying the theoretical properties of the proposed kidney exchange, we present simulation results suggesting that the welfare gains from larger scale exchange would be substantial, both in increased number of feasible live donation transplants, and in improved match quality of transplanted kidneys.</p>","Roth, Alvin E. Sönmez, Tayfun Ünver, M. Utku",10.1162/0033553041382157,The Quarterly Journal of Economics,https://academic.oup.com/qje/article-pdf/119/2/457/5351694/119-2-457.pdf,2004/05/01,Kidney Exchange,https://academic.oup.com/qje/article/119/2/457/1894508/Kidney-Exchange,2004,328
790,"<p>We find that international trade has an economically significant and statistically robust positive effect on productivity. Our trade measure is imports plus exports relative to purchasing power parity GDP (<em>real openness</em>), which we argue is preferable on theoretical grounds to the nominal measure conventionally used. We also find a significantly positive aggregate scale effect. Our estimates control for proxies of institutional quality as well as geography and take into account the endogeneity of trade and institutional quality. Our analysis of the channels through which trade and scale affect productivity yields that they work through total factor productivity.</p>","Alcalá, Francisco Ciccone, Antonio",10.1162/0033553041382139,The Quarterly Journal of Economics,https://academic.oup.com/qje/article-pdf/119/2/613/5351717/119-2-613.pdf,2004/05/01,Trade and Productivity,https://academic.oup.com/qje/article/119/2/613/1894521/Trade-and-Productivity,2004,329
791,"<p>We investigate the role that nonportfolio fund differentiation and information/search frictions play in creating two salient features of the mutual fund industry: the large number of funds and the sizable dispersion in fund fees. In a case study, we find that despite the financial homogeneity of S&amp;P 500 index funds, this sector exhibits the fund proliferation and fee dispersion observed in the broader industry. We show how extra-portfolio mechanisms explain these features. These mechanisms also suggest an explanation for the puzzling late-1990s shift in sector assets to more expensive (and often newly entered) funds: an influx of high-information-cost novice investors.</p>","Hortaçsu, Ali Syverson, Chad",10.1162/0033553041382184,The Quarterly Journal of Economics,https://academic.oup.com/qje/article-pdf/119/2/403/5351686/119-2-403.pdf,2004/05/01,"Product Differentiation, Search Costs, and Competition in the Mutual Fund Industry: A Case Study of S&P 500 Index Funds",https://academic.oup.com/qje/article/119/2/403/1894504/Product-Differentiation-Search-Costs-and,2004,330
794,"<p>How do rational firms respond to consumer biases? In this paper we analyze the profit-maximizing contract design of firms if consumers have time-inconsistent preferences and are partially naive about it. We consider markets for two types of goods: goods with immediate costs and delayed benefits (investment goods) such as health club attendance, and goods with immediate benefits and delayed costs (leisure goods) such as credit card-financed consumption. We establish three features of the profit-maximizing contract design with partially naive time-inconsistent consumers. First, firms price investment goods below marginal cost. Second, firms price leisure goods above marginal cost. Third, for all types of goods firms introduce switching costs and charge back-loaded fees. The contractual design targets consumer misperception of future consumption and underestimation of the renewal probability. The predictions of the theory match the empirical contract design in the credit card, gambling, health club, life insurance, mail order, mobile phone, and vacation time-sharing industries. We also show that time inconsistency has adverse effects on consumer welfare only if consumers are naive.</p>","DellaVigna, Stefano Malmendier, Ulrike",10.1162/0033553041382111,The Quarterly Journal of Economics,https://academic.oup.com/qje/article-pdf/119/2/353/5351676/119-2-353.pdf,2004/05/01,Contract Design and Self-Control: Theory and Evidence,https://academic.oup.com/qje/article/119/2/353/1894500/Contract-Design-and-Self-Control-Theory-and,2004,331
821,"<p>Between 1950 and 1990, the aggregate population of central cities in the United States declined by 17 percent despite population growth of 72 percent in metropolitan areas as a whole. This paper assesses the extent to which the construction of new limited access highways has contributed to central city population decline. Using planned portions of the interstate highway system as a source of exogenous variation, empirical estimates indicate that one new highway passing through a central city reduces its population by about 18 percent. Estimates imply that aggregate central city population would have grown by about 8 percent had the interstate highway system not been built.</p>","Baum-Snow, Nathaniel",10.1162/qjec.122.2.775,The Quarterly Journal of Economics,https://academic.oup.com/qje/article-pdf/122/2/775/5470232/122-2-775.pdf,2007/05/01,Did Highways Cause Suburbanization?,https://academic.oup.com/qje/article/122/2/775/1942140/Did-Highways-Cause-Suburbanization,2007,332
823,"<p>We present evidence from a firm level experiment in which we engineered an exogenous change in managerial compensation from fixed wages to performance pay based on the average productivity of lower-tier workers. Theory suggests that managerial incentives affect both the mean and dispersion of workers' productivity through two channels. First, managers respond to incentives by targeting their efforts towards more able workers, implying that both the mean and the dispersion increase. Second, managers select out the least able workers, implying that the mean increases but the dispersion may decrease. In our field experiment we find that the introduction of managerial performance pay raises both the mean and dispersion of worker productivity. Analysis of individual level productivity data shows that managers target their effort towards high ability workers, and the least able workers are less likely to be selected into employment. These results highlight the interplay between the provision of managerial incentives and earnings inequality among lower-tier workers.</p>","Bandiera, Oriana Barankay, Iwan Rasul, Imran",10.1162/qjec.122.2.729,The Quarterly Journal of Economics,https://academic.oup.com/qje/article-pdf/122/2/729/5470208/122-2-729.pdf,2007/05/01,Incentives for Managers and Inequality among Workers: Evidence from a Firm-Level Experiment,https://academic.oup.com/qje/article/122/2/729/1942123/Incentives-for-Managers-and-Inequality-among,2007,333
824,"<p>This paper studies the influence of mass media on U. S. government response to approximately 5,000 natural disasters occurring between 1968 and 2002. These disasters took nearly 63,000 lives and affected 125 million people per year. We show that U. S. relief depends on whether the disaster occurs at the same time as other newsworthy events, such as the Olympic Games, which are obviously unrelated to need. We argue that the only plausible explanation of this is that relief decisions are driven by news coverage of disasters and that the other newsworthy material crowds out this news coverage.</p>","Eisensee, Thomas Strömberg, David",10.1162/qjec.122.2.693,The Quarterly Journal of Economics,https://academic.oup.com/qje/article-pdf/122/2/693/5470194/122-2-693.pdf,2007/05/01,"News Droughts, News Floods, and U. S. Disaster Relief",https://academic.oup.com/qje/article/122/2/693/1942115/News-Droughts-News-Floods-and-U-S-Disaster-Relief,2007,334
825,"<p>Analyses of the effects of election outcomes on the economy have been hampered by the problem that economic outcomes also influence elections. We sidestep these problems by analyzing movements in economic indicators caused by clearly exogenous changes in expectations about the likely winner during election day. Analyzing high frequency financial fluctuations following the release of flawed exit poll data on election day 2004, and then during the vote count we find that markets anticipated higher equity prices, interest rates and oil prices, and a stronger dollar under a George W. Bush presidency than under John Kerry. A similar Republican-Democrat differential was also observed for the 2000 BushGore contest. Prediction market based analyses of all presidential elections since 1880 also reveal a similar pattern of partisan impacts, suggesting that electing a Republican president raises equity valuations by 2–3 percent, and that since Ronald Reagan, Republican presidents have tended to raise bond yields.</p>","Snowberg, Erik Wolfers, Justin Zitzewitz, Eric",10.1162/qjec.122.2.807,The Quarterly Journal of Economics,https://academic.oup.com/qje/article-pdf/122/2/807/5470250/122-2-807.pdf,2007/05/01,Partisan Impacts on the Economy: Evidence from Prediction Markets and Close Elections,https://academic.oup.com/qje/article/122/2/807/1942142/Partisan-Impacts-on-the-Economy-Evidence-from,2007,335
826,"<p>This paper uses a unique dataset from Denmark to investigate the impact of family characteristics in corporate decision making and the consequences of these decisions on firm performance. We focus on the decision to appoint either a family or external chief executive officer (CEO). The paper uses variation in CEO succession decisions that result from the gender of a departing CEO's firstborn child. This is a plausible instrumental variable (IV), as male first-child firms are more likely to pass on control to a family CEO than are female first-child firms, but the gender of the first child is unlikely to affect firms' outcomes. We find that family successions have a large negative causal impact on firm performance: operating profitability on assets falls by at least four percentage points around CEO transitions. Our IV estimates are significantly larger than those obtained using ordinary least squares. Furthermore, we show that family-CEO underperformance is particularly large in fast-growing industries, industries with highly skilled labor force, and relatively large firms. Overall, our empirical results demonstrate that professional, nonfamily CEOs provide extremely valuable services to the organizations they head.</p>","Bennedsen, Morten Nielsen, Kasper Meisner Perez-Gonzalez, Francisco Wolfenzon, Daniel",10.1162/qjec.122.2.647,The Quarterly Journal of Economics,https://academic.oup.com/qje/article-pdf/122/2/647/5470164/122-2-647.pdf,2007/05/01,Inside the Family Firm: The Role of Families in Succession Decisions and Performance,https://academic.oup.com/qje/article/122/2/647/1942108/Inside-the-Family-Firm-The-Role-of-Families-in,2007,336
827,"<p>Is a country's ability to enforce contracts an important determinant of comparative advantage? To answer this question, I construct a variable that measures, for each good, the proportion of its intermediate inputs that require relationship-specific investments. Combining this measure with data on trade flows and judicial quality, I find that countries with good contract enforcement specialize in the production of goods for which relationship-specific investments are most important. According to my estimates contract enforcement explains more of the pattern of trade than physical capital and skilled labor combined.</p>","Nunn, Nathan",10.1162/qjec.122.2.569,The Quarterly Journal of Economics,https://academic.oup.com/qje/article-pdf/122/2/569/5470111/122-2-569.pdf,2007/05/01,"Relationship-Specificity, Incomplete Contracts, and the Pattern of Trade",https://academic.oup.com/qje/article/122/2/569/1942086/Relationship-Specificity-Incomplete-Contracts-and,2007,337
828,"<p>Whether or not the marginal product of capital (MPK) differs across countries is a question that keeps coming up in discussions of comparative economic development and patterns of capital flows. Using easily accessible macroeconomic data we find that MPKs are remarkably similar across countries. Hence, there is no <em>prima facie</em> support for the view that international credit frictions playa major role in preventing capital flows from rich to poor countries. Lower capital ratios in these countries are instead attributable to lower endowments of complementary factors and lower efficiency, as well as to lower prices of output goods relative to capital. We also show that properly accounting for the share of income accruing to reproducible capital is critical to reach these conclusions. One implication of our findings is that increased aid flows to developing countries will not significantly increase these countries' capital stocks and incomes.</p>","Caselli, Francesco Feyrer, James",10.1162/qjec.122.2.535,The Quarterly Journal of Economics,https://academic.oup.com/qje/article-pdf/122/2/535/5470099/122-2-535.pdf,2007/05/01,The Marginal Product of Capital,https://academic.oup.com/qje/article/122/2/535/1942082/The-Marginal-Product-of-Capital,2007,338
829,"<p>This paper studies the productivity and distributional effects of large irrigation dams in India. Our instrumental variable estimates exploit the fact that river gradient affects a district's suitability for dams. In districts located downstream from a dam, agricultural production increases, and vulnerability to rainfall shocks declines. In contrast, agricultural production shows an insignificant increase in the district where the dam is located but its volatility increases. Rural poverty declines in downstream districts but increases in the district where the dam is built, suggesting that neither markets nor state institutions have alleviated the adverse distributional impacts of dam construction.</p>","Duflo, Esther Pande, Rohini",10.1162/qjec.122.2.601,The Quarterly Journal of Economics,https://academic.oup.com/qje/article-pdf/122/2/601/5470136/122-2-601.pdf,2007/05/01,Dams,https://academic.oup.com/qje/article/122/2/601/1942102/Dams,2007,339
830,"<p>We study optimal taxation in an economy where the skills of agents evolve stochastically over time and are private information and in which agents can trade unobservably in competitive markets. We show that competitive equilibria are constrained inefficient. The government can improve welfare by distorting capital accumulation with the sign ofthe distortion depending on the nature of the skill process. Finally, we show that private insurance provision responds endogenously to policy, that government insurance tends to crowd out private insurance, and, in a calibrated example, that this crowding out effect is large.</p>","Golosov, Mikhail Tsyvinski, Aleh",10.1162/qjec.122.2.487,The Quarterly Journal of Economics,https://academic.oup.com/qje/article-pdf/122/2/487/5470083/122-2-487.pdf,2007/05/01,Optimal Taxation with Endogenous Insurance Markets,https://academic.oup.com/qje/article/122/2/487/1942077/Optimal-Taxation-with-Endogenous-Insurance-Markets,2007,340
831,"<p>We develop an index of segregation based on two premises: (1) a measure of segregation should disaggregate to the level of individuals, and (2) an individual is more segregated the more segregated are the agents with whom she interacts. We present an index that satisfies (1) and (2) and that is based on agents' social interactions: the extent to which blacks interact with blacks, whites with whites, etc. We use the index to measure school and residential segregation. Using detailed data on friendship networks, we calculate levels of within-school racial segregation in a sample of U. S. schools. We also calculate residential segregation across major U. S. cities, using block-level data from the 2000 U. S. Census.</p>","Echenique, Federico Fryer, Roland G.",10.1162/qjec.122.2.441,The Quarterly Journal of Economics,https://academic.oup.com/qje/article-pdf/122/2/441/5470068/122-2-441.pdf,2007/05/01,A Measure of Segregation Based on Social Interactions,https://academic.oup.com/qje/article/122/2/441/1942064/A-Measure-of-Segregation-Based-on-Social,2007,341
832,"<p>I use microeconomic estimates of the effect of health on individual outcomes to construct macroeconomic estimates of the proximate effect of health on GDP per capita. I employ a variety of methods to construct estimates of the return to health, which I combine with cross-country and historical data on height, adult survival rates, and age at menarche. Using my preferred estimate, eliminating health differences among countries would reduce the variance of log GDP per worker by 9.9 percent and reduce the ratio of GDP per worker at the 90th percentile to GDP per worker at the lOth percentile from 20.5 to 17.9. While this effect is economically significant, it is also substantially smaller than estimates of the effect of health on economic growth that are derived from cross-country regressions.</p>","Well, David N.",10.1162/qjec.122.3.1265,The Quarterly Journal of Economics,https://academic.oup.com/qje/article-pdf/122/3/1265/5313037/122-3-1265.pdf,2007/08/01,Accounting for the Effect Of Health on Economic Growth,https://academic.oup.com/qje/article/122/3/1265/1879531/Accounting-for-the-Effect-Of-Health-on-Economic,2007,342
833,"<p>This paper argues that a risk-averse worker's after-tax reservation wage encodes all the relevant information about her welfare. This insight leads to a novel test for the optimality of unemployment insurance based on the responsiveness of reservation wages to unemployment benefits. Some existing estimates imply significant gains to raising the current level of unemployment benefits in the United States but highlight the need for more research on the determinants of reservation wages. Our approach complements those based on Baily's [<em>Journal of Public Economics</em>, X (1978), 379–402] test.</p>","Shimer, Robert Werning, Iván",10.1162/qjec.122.3.1145,The Quarterly Journal of Economics,https://academic.oup.com/qje/article-pdf/122/3/1145/5312982/122-3-1145.pdf,2007/08/01,Reservation Wages and Unemployment Insurance,https://academic.oup.com/qje/article/122/3/1145/1879507/Reservation-Wages-and-Unemployment-Insurance,2007,343
834,"<p>This paper describes an analytically tractable model of balanced growth that is consistent with the observed size distribution of firms. Growth is the result of idiosyncratic firm productivity improvements, selection of successful firms, and imitation by entrants. Selection tends to improve aggregate productivity at a fast rate if entry and imitation are easy. The empirical phenomenon of Zipf's law can be interpreted to mean that entry costs are high or that imitation is difficult, or both. The small size of entrants indicates that imitation must be difficult. A calibration based on U. S. data suggests that about half of output growth can be attributed to selection. But the implied variance of the combined preference and technology shocks is puzzlingly high.</p>","Luttmer, Erzo G. J.",10.1162/qjec.122.3.1103,The Quarterly Journal of Economics,https://academic.oup.com/qje/article-pdf/122/3/1103/5312974/122-3-1103.pdf,2007/08/01,"Selection, Growth, and the Size Distribution of Firms",https://academic.oup.com/qje/article/122/3/1103/1879504/Selection-Growth-and-the-Size-Distribution-of,2007,344
